disease_name,kegg_drug_id
Tuberculosis,D05023
Tuberculosis,D05947
Tuberculosis,D05948
Tuberculosis,D05949
Tuberculosis,D05952
Tuberculosis,D05956
Tuberculosis,D05957
Tuberculosis,D07060
Tuberculosis,D07239
Tuberculosis,D07240
Tuberculosis,D07241
Tuberculosis,D08538
Tuberculosis,D08539
Tuberculosis,D08540
Tuberculosis,D08543
Tuberculosis,D12465
Tuberculosis,D12466
Tuberculosis,D00216
Tuberculosis,D11738
Tuberculosis,D11739
Tuberculosis,D00155
Tuberculosis,D11017
Tuberculosis,D11679
Tuberculosis,D00829
Tuberculosis,D07883
Tuberculosis,D00877
Tuberculosis,D09324
Tuberculosis,D09872
Tuberculosis,D09873
Tuberculosis,D09788
Tuberculosis,D04458
Tuberculosis,D08044
Tuberculosis,D10595
Tuberculosis,D12277
Tuberculosis,D12991
Tuberculosis,D01805
Tuberculosis,D11004
Tuberculosis,D00304
Tuberculosis,D00399
Tuberculosis,D00710
Tuberculosis,D08667
Tuberculosis,D07258
Tuberculosis,D04245
Tuberculosis,D05396
Tuberculosis,D06596
Tuberculosis,D10431
Tuberculosis,D10432
Tuberculosis,D00145
Tuberculosis,D06097
Tuberculosis,D06236
Tuberculosis,D07238
Tuberculosis,D08337
Tuberculosis,D08563
Tuberculosis,D08644
Tuberculosis,D11085
Tuberculosis,D11981
Tuberculosis,D00505
Tuberculosis,D00785
Tuberculosis,D00826
Tuberculosis,D01097
Tuberculosis,D01888
Tuberculosis,D02559
Tuberculosis,D02560
Tuberculosis,D02561
Tuberculosis,D02562
Tuberculosis,D02563
Tuberculosis,D02564
Tuberculosis,D02579
Tuberculosis,D02580
Tuberculosis,D02581
Tuberculosis,D03239
Tuberculosis,D03248
Tuberculosis,D03409
Tuberculosis,D03731
Tuberculosis,D03733
Tuberculosis,D04092
Tuberculosis,D04681
Tuberculosis,D05033
Tuberculosis,D05039
Tuberculosis,D05040
Tuberculosis,D05458
Tuberculosis,D05459
Tuberculosis,D07337
Tuberculosis,D07338
Tuberculosis,D08085
Tuberculosis,D08349
Tuberculosis,D08392
Tuberculosis,D08393
Tuberculosis,D08453
Tuberculosis,D08469
Tuberculosis,D08625
Tuberculosis,D10158
Tuberculosis,D10191
Tuberculosis,D10829
Tuberculosis,D11224
Tuberculosis,D13114
Tuberculosis,D00220
Tuberculosis,D03086
Tuberculosis,D04234
Tuberculosis,D06180
Tuberculosis,D12197
Tuberculosis,D00282
Tuberculosis,D00322
Tuberculosis,D00350
Tuberculosis,D00351
Tuberculosis,D00416
Tuberculosis,D00578
Tuberculosis,D00880
Tuberculosis,D00881
Tuberculosis,D00882
Tuberculosis,D00885
Tuberculosis,D00886
Tuberculosis,D00888
Tuberculosis,D00890
Tuberculosis,D01092
Tuberculosis,D01429
Tuberculosis,D01480
Tuberculosis,D01620
Tuberculosis,D01664
Tuberculosis,D01775
Tuberculosis,D01980
Tuberculosis,D02169
Tuberculosis,D02555
Tuberculosis,D02556
Tuberculosis,D02557
Tuberculosis,D02582
Tuberculosis,D02583
Tuberculosis,D02584
Tuberculosis,D02585
Tuberculosis,D02586
Tuberculosis,D03023
Tuberculosis,D03025
Tuberculosis,D03526
Tuberculosis,D03883
Tuberculosis,D03936
Tuberculosis,D03997
Tuberculosis,D04624
Tuberculosis,D05268
Tuberculosis,D05367
Tuberculosis,D05800
Tuberculosis,D06373
Tuberculosis,D06630
Tuberculosis,D06883
Tuberculosis,D07193
Tuberculosis,D07598
Tuberculosis,D07676
Tuberculosis,D07752
Tuberculosis,D07882
Tuberculosis,D07884
Tuberculosis,D08296
Tuberculosis,D08313
Tuberculosis,D08510
Tuberculosis,D08535
Tuberculosis,D09702
Tuberculosis,D10021
Tuberculosis,D10643
Tuberculosis,D10644
Tuberculosis,D10750
Tuberculosis,D10762
Tuberculosis,D11785
Tuberculosis,D12326
Tuberculosis,D00346
Tuberculosis,D01501
Tuberculosis,D02002
Tuberculosis,D09773
Tuberculosis,D12723
Tuberculosis,D11695
Tuberculosis,D11792
Tuberculosis,D10087
Tuberculosis,D12817
Tuberculosis,D00128
Tuberculosis,D03047
Tuberculosis,D03048
Tuberculosis,D11811
Tuberculosis,D00878
Tuberculosis,D07925
Tuberculosis,D01076
Tuberculosis,D02195
Tuberculosis,D12612
Tuberculosis,D03034
Tuberculosis,D00424
Tuberculosis,D00211
Tuberculosis,D00879
Tuberculosis,D02550
Tuberculosis,D02554
Tuberculosis,D08479
Tuberculosis,D09394
Shigellosis,D00359
Shigellosis,D00434
Shigellosis,D00887
Shigellosis,D00889
Shigellosis,D00892
Shigellosis,D00893
Shigellosis,D01862
Shigellosis,D01915
Shigellosis,D02258
Shigellosis,D03601
Shigellosis,D03643
Shigellosis,D03816
Shigellosis,D07474
Shigellosis,D07661
Shigellosis,D07983
Shigellosis,D08410
Shigellosis,D08492
Shigellosis,D10568
Shigellosis,D11092
Shigellosis,D11095
Shigellosis,D10901
Shigellosis,D11044
Shigellosis,D11090
Shigellosis,D11834
Shigellosis,D11835
Shigellosis,D12483
Shigellosis,D12708
Shigellosis,D12717
Shigellosis,D00752
Shigellosis,D01392
Shigellosis,D04936
Shigellosis,D05094
Shigellosis,D05095
Shigellosis,D05096
Shigellosis,D06130
Shigellosis,D00123
Shigellosis,D00131
Shigellosis,D12792
Shigellosis,D00749
Shigellosis,D03154
Shigellosis,D10172
Shigellosis,D11890
Shigellosis,D12505
Shigellosis,D13127
Shigellosis,D13128
Shigellosis,D00142
Shigellosis,D02115
Shigellosis,D03828
Shigellosis,D03942
Shigellosis,D05500
Shigellosis,D05589
Shigellosis,D05999
Shigellosis,D06238
Shigellosis,D06239
Shigellosis,D06503
Shigellosis,D07472
Shigellosis,D10596
Shigellosis,D11352
Shigellosis,D13147
Shigellosis,D00236
Shigellosis,D05177
Shigellosis,D11077
Shigellosis,D03021
Shigellosis,D03665
Shigellosis,D11740
Shigellosis,D00323
Shigellosis,D00391
Shigellosis,D00584
Shigellosis,D01064
Shigellosis,D01223
Shigellosis,D01244
Shigellosis,D01309
Shigellosis,D01784
Shigellosis,D04197
Shigellosis,D04964
Shigellosis,D07974
Shigellosis,D10803
Shigellosis,D11447
Shigellosis,D12388
Shigellosis,D12528
Shigellosis,D02755
Shigellosis,D04537
Shigellosis,D00161
Shigellosis,D04931
Shigellosis,D06109
Shigellosis,D08603
Shigellosis,D00925
Shigellosis,D02187
Shigellosis,D02188
Shigellosis,D04253
Shigellosis,D07995
Shigellosis,D00433
Shigellosis,D00447
Shigellosis,D00450
Shigellosis,D00580
Shigellosis,D00587
Shigellosis,D00592
Shigellosis,D00870
Shigellosis,D00871
Shigellosis,D01047
Shigellosis,D01141
Shigellosis,D01142
Shigellosis,D01216
Shigellosis,D01526
Shigellosis,D01601
Shigellosis,D01954
Shigellosis,D02001
Shigellosis,D02434
Shigellosis,D02435
Shigellosis,D02436
Shigellosis,D02437
Shigellosis,D02439
Shigellosis,D02440
Shigellosis,D02447
Shigellosis,D02450
Shigellosis,D02516
Shigellosis,D02517
Shigellosis,D02519
Shigellosis,D02520
Shigellosis,D05023
Shigellosis,D05947
Shigellosis,D05948
Shigellosis,D05949
Shigellosis,D05952
Shigellosis,D05956
Shigellosis,D05957
Shigellosis,D07060
Shigellosis,D07239
Shigellosis,D07240
Shigellosis,D07241
Shigellosis,D08538
Shigellosis,D08539
Shigellosis,D08540
Shigellosis,D08543
Shigellosis,D12465
Shigellosis,D12466
Shigellosis,D00216
Shigellosis,D11738
Shigellosis,D11739
Shigellosis,D00155
Shigellosis,D11017
Shigellosis,D11679
Shigellosis,D00829
Shigellosis,D07883
Shigellosis,D00877
Shigellosis,D09324
Shigellosis,D09872
Shigellosis,D09873
Shigellosis,D09788
Shigellosis,D04458
Shigellosis,D08044
Shigellosis,D10595
Shigellosis,D12277
Shigellosis,D12991
Shigellosis,D01805
Shigellosis,D11004
Shigellosis,D00304
Shigellosis,D00399
Shigellosis,D00710
Shigellosis,D08667
Shigellosis,D07258
Shigellosis,D04245
Shigellosis,D05396
Shigellosis,D06596
Shigellosis,D10431
Shigellosis,D10432
Shigellosis,D00145
Shigellosis,D06097
Shigellosis,D06236
Shigellosis,D07238
Shigellosis,D08337
Shigellosis,D08563
Shigellosis,D08644
Shigellosis,D11085
Shigellosis,D11981
Shigellosis,D00505
Shigellosis,D00785
Shigellosis,D00826
Shigellosis,D01097
Shigellosis,D01888
Shigellosis,D02559
Shigellosis,D02560
Shigellosis,D02561
Shigellosis,D02562
Shigellosis,D02563
Shigellosis,D02564
Shigellosis,D02579
Shigellosis,D02580
Shigellosis,D02581
Shigellosis,D03239
Shigellosis,D03248
Shigellosis,D03409
Shigellosis,D03731
Shigellosis,D03733
Shigellosis,D04092
Shigellosis,D04681
Shigellosis,D05033
Shigellosis,D05039
Shigellosis,D05040
Shigellosis,D05458
Shigellosis,D05459
Shigellosis,D07337
Shigellosis,D07338
Shigellosis,D08085
Shigellosis,D08349
Shigellosis,D08392
Shigellosis,D08393
Shigellosis,D08453
Shigellosis,D08469
Shigellosis,D08625
Shigellosis,D10158
Shigellosis,D10191
Shigellosis,D10829
Shigellosis,D11224
Shigellosis,D13114
Shigellosis,D00220
Shigellosis,D03086
Shigellosis,D04234
Shigellosis,D06180
Shigellosis,D12197
Shigellosis,D00282
Shigellosis,D00322
Shigellosis,D00350
Shigellosis,D00351
Shigellosis,D00416
Shigellosis,D00578
Shigellosis,D00880
Shigellosis,D00881
Shigellosis,D00882
Shigellosis,D00885
Shigellosis,D00886
Shigellosis,D00888
Shigellosis,D00890
Shigellosis,D01092
Shigellosis,D01429
Shigellosis,D01480
Shigellosis,D01620
Shigellosis,D01664
Shigellosis,D01775
Shigellosis,D01980
Shigellosis,D02169
Shigellosis,D02555
Shigellosis,D02556
Shigellosis,D02557
Shigellosis,D02582
Shigellosis,D02583
Shigellosis,D02584
Shigellosis,D02585
Shigellosis,D02586
Shigellosis,D03023
Shigellosis,D03025
Shigellosis,D03526
Shigellosis,D03883
Shigellosis,D03936
Shigellosis,D03997
Shigellosis,D04624
Shigellosis,D05268
Shigellosis,D05367
Shigellosis,D05800
Shigellosis,D06373
Shigellosis,D06630
Shigellosis,D06883
Shigellosis,D07193
Shigellosis,D07598
Shigellosis,D07676
Shigellosis,D07752
Shigellosis,D07882
Shigellosis,D07884
Shigellosis,D08296
Shigellosis,D08313
Shigellosis,D08510
Shigellosis,D08535
Shigellosis,D09702
Shigellosis,D10021
Shigellosis,D10643
Shigellosis,D10644
Shigellosis,D10750
Shigellosis,D10762
Shigellosis,D11785
Shigellosis,D12326
Shigellosis,D00346
Shigellosis,D01501
Shigellosis,D02002
Shigellosis,D09773
Shigellosis,D12723
Shigellosis,D11695
Shigellosis,D11792
Shigellosis,D12817
Shigellosis,D00128
Shigellosis,D03047
Shigellosis,D03048
Shigellosis,D11811
Shigellosis,D10087
Shigellosis,D00424
Shigellosis,D00211
Shigellosis,D00879
Shigellosis,D02550
Shigellosis,D02554
Shigellosis,D08479
Shigellosis,D09394
Shigellosis,D01076
Shigellosis,D02195
Shigellosis,D12612
Shigellosis,D04791
Cholera,D00123
Cholera,D00131
Cholera,D13114
Cholera,D00359
Cholera,D00434
Cholera,D00887
Cholera,D00889
Cholera,D00892
Cholera,D00893
Cholera,D01862
Cholera,D01915
Cholera,D02258
Cholera,D03601
Cholera,D03643
Cholera,D03816
Cholera,D07474
Cholera,D07661
Cholera,D07983
Cholera,D08410
Cholera,D08492
Cholera,D10568
Cholera,D11092
Cholera,D11095
Cholera,D10901
Cholera,D11044
Cholera,D11090
Cholera,D11834
Cholera,D11835
Cholera,D12483
Cholera,D12708
Cholera,D12717
Cholera,D00752
Cholera,D01392
Cholera,D04936
Cholera,D05094
Cholera,D05095
Cholera,D05096
Cholera,D06130
Cholera,D12792
Cholera,D00749
Cholera,D03154
Cholera,D10172
Cholera,D11890
Cholera,D12505
Cholera,D13127
Cholera,D13128
Cholera,D00142
Cholera,D02115
Cholera,D03828
Cholera,D03942
Cholera,D05500
Cholera,D05589
Cholera,D05999
Cholera,D06238
Cholera,D06239
Cholera,D06503
Cholera,D07472
Cholera,D10596
Cholera,D11352
Cholera,D13147
Cholera,D00236
Cholera,D05177
Cholera,D11077
Cholera,D03021
Cholera,D03665
Cholera,D11740
Cholera,D00323
Cholera,D00391
Cholera,D00584
Cholera,D01064
Cholera,D01223
Cholera,D01244
Cholera,D01309
Cholera,D01784
Cholera,D04197
Cholera,D04964
Cholera,D07974
Cholera,D10803
Cholera,D11447
Cholera,D12388
Cholera,D12528
Cholera,D02755
Cholera,D04537
Cholera,D00161
Cholera,D04931
Cholera,D06109
Cholera,D08603
Cholera,D00925
Cholera,D02187
Cholera,D02188
Cholera,D04253
Cholera,D07995
Cholera,D00433
Cholera,D00447
Cholera,D00450
Cholera,D00580
Cholera,D00587
Cholera,D00592
Cholera,D00870
Cholera,D00871
Cholera,D01047
Cholera,D01141
Cholera,D01142
Cholera,D01216
Cholera,D01526
Cholera,D01601
Cholera,D01954
Cholera,D02001
Cholera,D02434
Cholera,D02435
Cholera,D02436
Cholera,D02437
Cholera,D02439
Cholera,D02440
Cholera,D02447
Cholera,D02450
Cholera,D02516
Cholera,D02517
Cholera,D02519
Cholera,D02520
Cholera,D05023
Cholera,D05947
Cholera,D05948
Cholera,D05949
Cholera,D05952
Cholera,D05956
Cholera,D05957
Cholera,D07060
Cholera,D07239
Cholera,D07240
Cholera,D07241
Cholera,D08538
Cholera,D08539
Cholera,D08540
Cholera,D08543
Cholera,D12465
Cholera,D12466
Cholera,D00216
Cholera,D11738
Cholera,D11739
Cholera,D00155
Cholera,D11017
Cholera,D11679
Cholera,D00829
Cholera,D07883
Cholera,D00877
Cholera,D09324
Cholera,D09872
Cholera,D09873
Cholera,D09788
Cholera,D04458
Cholera,D08044
Cholera,D10595
Cholera,D12277
Cholera,D12991
Cholera,D01805
Cholera,D11004
Cholera,D00304
Cholera,D00399
Cholera,D00710
Cholera,D08667
Cholera,D07258
Cholera,D04245
Cholera,D05396
Cholera,D06596
Cholera,D10431
Cholera,D10432
Cholera,D00145
Cholera,D06097
Cholera,D06236
Cholera,D07238
Cholera,D08337
Cholera,D08563
Cholera,D08644
Cholera,D11085
Cholera,D11981
Cholera,D00505
Cholera,D00785
Cholera,D00826
Cholera,D01097
Cholera,D01888
Cholera,D02559
Cholera,D02560
Cholera,D02561
Cholera,D02562
Cholera,D02563
Cholera,D02564
Cholera,D02579
Cholera,D02580
Cholera,D02581
Cholera,D03239
Cholera,D03248
Cholera,D03409
Cholera,D03731
Cholera,D03733
Cholera,D04092
Cholera,D04681
Cholera,D05033
Cholera,D05039
Cholera,D05040
Cholera,D05458
Cholera,D05459
Cholera,D07337
Cholera,D07338
Cholera,D08085
Cholera,D08349
Cholera,D08392
Cholera,D08393
Cholera,D08453
Cholera,D08469
Cholera,D08625
Cholera,D10158
Cholera,D10191
Cholera,D10829
Cholera,D11224
Cholera,D00220
Cholera,D03086
Cholera,D04234
Cholera,D06180
Cholera,D12197
Cholera,D00282
Cholera,D00322
Cholera,D00350
Cholera,D00351
Cholera,D00416
Cholera,D00578
Cholera,D00880
Cholera,D00881
Cholera,D00882
Cholera,D00885
Cholera,D00886
Cholera,D00888
Cholera,D00890
Cholera,D01092
Cholera,D01429
Cholera,D01480
Cholera,D01620
Cholera,D01664
Cholera,D01775
Cholera,D01980
Cholera,D02169
Cholera,D02555
Cholera,D02556
Cholera,D02557
Cholera,D02582
Cholera,D02583
Cholera,D02584
Cholera,D02585
Cholera,D02586
Cholera,D03023
Cholera,D03025
Cholera,D03526
Cholera,D03883
Cholera,D03936
Cholera,D03997
Cholera,D04624
Cholera,D05268
Cholera,D05367
Cholera,D05800
Cholera,D06373
Cholera,D06630
Cholera,D06883
Cholera,D07193
Cholera,D07598
Cholera,D07676
Cholera,D07752
Cholera,D07882
Cholera,D07884
Cholera,D08296
Cholera,D08313
Cholera,D08510
Cholera,D08535
Cholera,D09702
Cholera,D10021
Cholera,D10643
Cholera,D10644
Cholera,D10750
Cholera,D10762
Cholera,D11785
Cholera,D12326
Cholera,D00346
Cholera,D01501
Cholera,D02002
Cholera,D09773
Cholera,D12723
Cholera,D11695
Cholera,D11792
Cholera,D00128
Cholera,D03047
Cholera,D03048
Cholera,D12817
Cholera,D11811
Cholera,D01076
Cholera,D02195
Cholera,D12612
Cholera,D10087
Cholera,D00424
Cholera,D00211
Cholera,D00879
Cholera,D02550
Cholera,D02554
Cholera,D08479
Cholera,D09394
Cholera,D03034
Cholera,D04791
Typhoid fever,D11077
Typhoid fever,D00359
Typhoid fever,D00434
Typhoid fever,D00887
Typhoid fever,D00889
Typhoid fever,D00892
Typhoid fever,D00893
Typhoid fever,D01862
Typhoid fever,D01915
Typhoid fever,D02258
Typhoid fever,D03601
Typhoid fever,D03643
Typhoid fever,D03816
Typhoid fever,D07474
Typhoid fever,D07661
Typhoid fever,D07983
Typhoid fever,D08410
Typhoid fever,D08492
Typhoid fever,D10568
Typhoid fever,D11092
Typhoid fever,D11095
Typhoid fever,D10901
Typhoid fever,D11044
Typhoid fever,D11090
Typhoid fever,D11834
Typhoid fever,D11835
Typhoid fever,D12483
Typhoid fever,D12708
Typhoid fever,D12717
Typhoid fever,D00752
Typhoid fever,D01392
Typhoid fever,D04936
Typhoid fever,D05094
Typhoid fever,D05095
Typhoid fever,D05096
Typhoid fever,D06130
Typhoid fever,D00123
Typhoid fever,D00131
Typhoid fever,D12792
Typhoid fever,D00749
Typhoid fever,D03154
Typhoid fever,D10172
Typhoid fever,D11890
Typhoid fever,D12505
Typhoid fever,D13127
Typhoid fever,D13128
Typhoid fever,D00142
Typhoid fever,D02115
Typhoid fever,D03828
Typhoid fever,D03942
Typhoid fever,D05500
Typhoid fever,D05589
Typhoid fever,D05999
Typhoid fever,D06238
Typhoid fever,D06239
Typhoid fever,D06503
Typhoid fever,D07472
Typhoid fever,D10596
Typhoid fever,D11352
Typhoid fever,D13147
Typhoid fever,D00236
Typhoid fever,D05177
Typhoid fever,D03021
Typhoid fever,D03665
Typhoid fever,D11740
Typhoid fever,D00323
Typhoid fever,D00391
Typhoid fever,D00584
Typhoid fever,D01064
Typhoid fever,D01223
Typhoid fever,D01244
Typhoid fever,D01309
Typhoid fever,D01784
Typhoid fever,D04197
Typhoid fever,D04964
Typhoid fever,D07974
Typhoid fever,D10803
Typhoid fever,D11447
Typhoid fever,D12388
Typhoid fever,D12528
Typhoid fever,D02755
Typhoid fever,D04537
Typhoid fever,D00161
Typhoid fever,D04931
Typhoid fever,D06109
Typhoid fever,D08603
Typhoid fever,D00925
Typhoid fever,D02187
Typhoid fever,D02188
Typhoid fever,D04253
Typhoid fever,D07995
Typhoid fever,D00433
Typhoid fever,D00447
Typhoid fever,D00450
Typhoid fever,D00580
Typhoid fever,D00587
Typhoid fever,D00592
Typhoid fever,D00870
Typhoid fever,D00871
Typhoid fever,D01047
Typhoid fever,D01141
Typhoid fever,D01142
Typhoid fever,D01216
Typhoid fever,D01526
Typhoid fever,D01601
Typhoid fever,D01954
Typhoid fever,D02001
Typhoid fever,D02434
Typhoid fever,D02435
Typhoid fever,D02436
Typhoid fever,D02437
Typhoid fever,D02439
Typhoid fever,D02440
Typhoid fever,D02447
Typhoid fever,D02450
Typhoid fever,D02516
Typhoid fever,D02517
Typhoid fever,D02519
Typhoid fever,D02520
Typhoid fever,D05023
Typhoid fever,D05947
Typhoid fever,D05948
Typhoid fever,D05949
Typhoid fever,D05952
Typhoid fever,D05956
Typhoid fever,D05957
Typhoid fever,D07060
Typhoid fever,D07239
Typhoid fever,D07240
Typhoid fever,D07241
Typhoid fever,D08538
Typhoid fever,D08539
Typhoid fever,D08540
Typhoid fever,D08543
Typhoid fever,D12465
Typhoid fever,D12466
Typhoid fever,D00216
Typhoid fever,D11738
Typhoid fever,D11739
Typhoid fever,D00155
Typhoid fever,D11017
Typhoid fever,D11679
Typhoid fever,D00829
Typhoid fever,D07883
Typhoid fever,D00877
Typhoid fever,D09324
Typhoid fever,D09872
Typhoid fever,D09873
Typhoid fever,D09788
Typhoid fever,D04458
Typhoid fever,D08044
Typhoid fever,D10595
Typhoid fever,D12277
Typhoid fever,D12991
Typhoid fever,D01805
Typhoid fever,D11004
Typhoid fever,D00304
Typhoid fever,D00399
Typhoid fever,D00710
Typhoid fever,D08667
Typhoid fever,D07258
Typhoid fever,D04245
Typhoid fever,D05396
Typhoid fever,D06596
Typhoid fever,D10431
Typhoid fever,D10432
Typhoid fever,D00145
Typhoid fever,D06097
Typhoid fever,D06236
Typhoid fever,D07238
Typhoid fever,D08337
Typhoid fever,D08563
Typhoid fever,D08644
Typhoid fever,D11085
Typhoid fever,D11981
Typhoid fever,D00505
Typhoid fever,D00785
Typhoid fever,D00826
Typhoid fever,D01097
Typhoid fever,D01888
Typhoid fever,D02559
Typhoid fever,D02560
Typhoid fever,D02561
Typhoid fever,D02562
Typhoid fever,D02563
Typhoid fever,D02564
Typhoid fever,D02579
Typhoid fever,D02580
Typhoid fever,D02581
Typhoid fever,D03239
Typhoid fever,D03248
Typhoid fever,D03409
Typhoid fever,D03731
Typhoid fever,D03733
Typhoid fever,D04092
Typhoid fever,D04681
Typhoid fever,D05033
Typhoid fever,D05039
Typhoid fever,D05040
Typhoid fever,D05458
Typhoid fever,D05459
Typhoid fever,D07337
Typhoid fever,D07338
Typhoid fever,D08085
Typhoid fever,D08349
Typhoid fever,D08392
Typhoid fever,D08393
Typhoid fever,D08453
Typhoid fever,D08469
Typhoid fever,D08625
Typhoid fever,D10158
Typhoid fever,D10191
Typhoid fever,D10829
Typhoid fever,D11224
Typhoid fever,D13114
Typhoid fever,D00220
Typhoid fever,D03086
Typhoid fever,D04234
Typhoid fever,D06180
Typhoid fever,D12197
Typhoid fever,D00282
Typhoid fever,D00322
Typhoid fever,D00350
Typhoid fever,D00351
Typhoid fever,D00416
Typhoid fever,D00578
Typhoid fever,D00880
Typhoid fever,D00881
Typhoid fever,D00882
Typhoid fever,D00885
Typhoid fever,D00886
Typhoid fever,D00888
Typhoid fever,D00890
Typhoid fever,D01092
Typhoid fever,D01429
Typhoid fever,D01480
Typhoid fever,D01620
Typhoid fever,D01664
Typhoid fever,D01775
Typhoid fever,D01980
Typhoid fever,D02169
Typhoid fever,D02555
Typhoid fever,D02556
Typhoid fever,D02557
Typhoid fever,D02582
Typhoid fever,D02583
Typhoid fever,D02584
Typhoid fever,D02585
Typhoid fever,D02586
Typhoid fever,D03023
Typhoid fever,D03025
Typhoid fever,D03526
Typhoid fever,D03883
Typhoid fever,D03936
Typhoid fever,D03997
Typhoid fever,D04624
Typhoid fever,D05268
Typhoid fever,D05367
Typhoid fever,D05800
Typhoid fever,D06373
Typhoid fever,D06630
Typhoid fever,D06883
Typhoid fever,D07193
Typhoid fever,D07598
Typhoid fever,D07676
Typhoid fever,D07752
Typhoid fever,D07882
Typhoid fever,D07884
Typhoid fever,D08296
Typhoid fever,D08313
Typhoid fever,D08510
Typhoid fever,D08535
Typhoid fever,D09702
Typhoid fever,D10021
Typhoid fever,D10643
Typhoid fever,D10644
Typhoid fever,D10750
Typhoid fever,D10762
Typhoid fever,D11785
Typhoid fever,D12326
Typhoid fever,D00346
Typhoid fever,D01501
Typhoid fever,D02002
Typhoid fever,D09773
Typhoid fever,D12723
Typhoid fever,D11695
Typhoid fever,D11792
Typhoid fever,D12817
Typhoid fever,D11811
Typhoid fever,D00128
Typhoid fever,D03047
Typhoid fever,D03048
Typhoid fever,D10087
Typhoid fever,D04791
Typhoid fever,D06554
Typhoid fever,D06650
Typhoid fever,D09375
Typhoid fever,D09376
Typhoid fever,D09711
Typhoid fever,D10126
Typhoid fever,D10646
Typhoid fever,D10647
Typhoid fever,D10719
Typhoid fever,D11766
Typhoid fever,D11920
Typhoid fever,D01076
Typhoid fever,D02195
Typhoid fever,D12612
Typhoid fever,D00424
Typhoid fever,D00211
Typhoid fever,D00879
Typhoid fever,D02550
Typhoid fever,D02554
Typhoid fever,D08479
Typhoid fever,D09394
Typhoid fever,D03034
