DrugBankID,TargetGene,Action,Relation
DB04701,GSTM2,nan,other
DB04703,CACNA1B,inhibitor,inhibits
DB04703,AURKB,regulator,other
DB04705,RORC,agonist,activates
DB04707,CLCN2,activator,activates
DB04707,ROCK1,inhibitor,inhibits
DB04707,PRKACA,nan,other
DB04707,PKIA,nan,other
DB04709,AR,nan,other
DB04711,ALB,binder,other
DB04714,FDPS,inhibitor,inhibits
DB04714,GGPS1,nan,other
DB04715,PIM1,nan,other
DB04716,JAK2,inhibitor,inhibits
DB04716,JAK3,inhibitor,inhibits
DB04716,TYK2,inhibitor,inhibits
DB04716,DAPK3,nan,other
DB04716,JAK1,nan,other
DB04719,DYRK1A,inhibitor,inhibits
DB04719,DYRK2,inhibitor,inhibits
DB04719,CSNK2A1,nan,other
DB04720,CSNK2A1,nan,other
DB04721,CSNK2A1,nan,other
DB04722,F2,nan,other
DB04723,CPB2,inhibitor,inhibits
DB04723,CPB1,nan,other
DB04724,ITGAL,nan,other
DB04725,ALOX5,inhibitor,inhibits
DB04725,PTGS2,nan,other
DB04725,PLA2G2E,nan,other
DB04727,KDR,nan,other
DB04728,TERT,inhibitor,inhibits
DB04733,ALDOA,nan,other
DB04736,PGLYRP3,nan,other
DB04738,PPP1CC,nan,other
DB04739,SRC,nan,other
DB04741,UQCRC1,nan,other
DB04743,PTGS2,inhibitor,inhibits
DB04743,TNFSF10,modulator,other
DB04743,LTF,inhibitor,inhibits
DB04743,PLA2G2E,nan,other
DB04745,TOP2A,inhibitor,inhibits
DB04745,TOP2B,inhibitor,inhibits
DB04751,CDK2,inhibitor,inhibits
DB04751,CDK1,inhibitor,inhibits
DB04751,CSNK1G3,nan,other
DB04751,RPS6KA1,nan,other
DB04751,SRC,nan,other
DB04752,NR5A1,nan,other
DB04753,PNP,inhibitor,inhibits
DB04754,PNP,inhibitor,inhibits
DB04757,PNP,inhibitor,inhibits
DB04758,F7,nan,other
DB04759,MMP13,nan,other
DB04760,MMP13,nan,other
DB04761,MMP13,nan,other
DB04763,CA2,nan,other
DB04764,TPSB2,nan,other
DB04767,F7,nan,other
DB04768,TPK1,nan,other
DB04769,PIK3CG,inhibitor,inhibits
DB04769,MAOB,inhibitor,inhibits
DB04770,PDXK,nan,other
DB04771,F2,nan,other
DB04772,F2,nan,other
DB04774,ACTA1,nan,other
DB04775,ACTA1,nan,other
DB04776,PDXK,nan,other
DB04779,LCT,nan,other
DB04781,ALAD,inhibitor,inhibits
DB04783,ACTA1,nan,other
DB04786,HPSE,inhibitor,inhibits
DB04786,P2RY2,antagonist,inhibits
DB04786,SIRT5,inhibitor,inhibits
DB04786,FSHR,antagonist,inhibits
DB04786,RYR1,agonist,activates
DB04786,F2,inhibitor,inhibits
DB04786,PLA2G2A,inhibitor,inhibits
DB04787,PGR,agonist,activates
DB04789,AMT,nan,other
DB04790,PRSS1,nan,other
DB04791,PRSS1,nan,other
DB04792,PRSS1,nan,other
DB04793,PRSS1,nan,other
DB04794,CYP2B6,nan,other
DB04795,CES1,inhibitor,inhibits
DB04795,SDHA,nan,other
DB04796,VDR,agonist,activates
DB04797,MAPK14,inhibitor,inhibits
DB04798,GRIA2,nan,other
DB04799,CYC1,nan,other
DB04799,MT-CYB,nan,other
DB04799,UQCRC1,nan,other
DB04799,UQCRC2,nan,other
DB04799,UQCRH,nan,other
DB04799,UQCRQ,nan,other
DB04799,UQCRFS1,nan,other
DB04799,UQCR11,nan,other
DB04799,UQCRB,nan,other
DB04799,UQCR10,nan,other
DB04800,PTPN1,inhibitor,inhibits
DB04801,PPARD,inhibitor,inhibits
DB04803,HMOX1,nan,other
DB04805,RPL37,nan,other
DB04812,ACAT1,inhibitor,inhibits
DB04813,ESR1,inhibitor,inhibits
DB04813,CAPN2,inhibitor,inhibits
DB04813,ESR2,inhibitor,inhibits
DB04813,MCL1,inhibitor,inhibits
DB04815,OPRK1,inhibitor,inhibits
DB04817,PTGS1,inhibitor,inhibits
DB04818,MAOA,inhibitor,inhibits
DB04818,MAOB,inhibitor,inhibits
DB04820,MAOB,nan,other
DB04820,MAOA,nan,other
DB04820,COMT,nan,other
DB04821,DRD2,antagonist,inhibits
DB04821,SLC6A2,nan,other
DB04821,SLC6A3,nan,other
DB04821,MAOB,nan,other
DB04821,MAOA,nan,other
DB04821,MPO,nan,other
DB04821,SLC6A4,nan,other
DB04821,SLC18A2,nan,other
DB04824,UGT1A9,nan,other
DB04824,NR1I2,nan,other
DB04824,NR1I3,nan,other
DB04824,ESR1,agonist,activates
DB04824,SHBG,nan,other
DB04825,MYLK2,inhibitor,inhibits
DB04825,CALM1,nan,other
DB04828,PTGS1,modulator,other
DB04828,PTGS2,modulator,other
DB04828,PTGDR2,nan,other
DB04829,HTR2A,inhibitor,inhibits
DB04829,HTR1A,inhibitor,inhibits
DB04829,HTR2B,agonist,activates
DB04829,HTR6,nan,other
DB04832,SLC6A4,inhibitor,inhibits
DB04832,MAOB,inhibitor,inhibits
DB04832,MAOA,inhibitor,inhibits
DB04834,CHRM2,antagonist,inhibits
DB04835,CCR5,antagonist,inhibits
DB04836,SLC6A3,inhibitor,inhibits
DB04836,SLC6A2,nan,other
DB04836,SLC6A4,nan,other
DB04837,HRH1,antagonist,inhibits
DB04838,CACNA2D1,inhibitor,inhibits
DB04838,CES1,nan,other
DB04839,AR,antagonist,inhibits
DB04839,KLK3,nan,other
DB04840,SLC6A2,inducer,activates
DB04841,CACNA1A,inhibitor,inhibits
DB04841,CACNA1G,inhibitor,inhibits
DB04841,CACNA1H,inhibitor,inhibits
DB04841,CACNA1I,inhibitor,inhibits
DB04841,CALM1,antagonist,inhibits
DB04841,HRH1,antagonist,inhibits
DB04842,DRD2,antagonist,inhibits
DB04842,HTR2A,antagonist,inhibits
DB04842,CACNG1,inhibitor,inhibits
DB04843,CHRM1,antagonist,inhibits
DB04843,CHRM5,antagonist,inhibits
DB04843,CHRM3,antagonist,inhibits
DB04844,SLC18A2,inhibitor,inhibits
DB04844,DRD2,inhibitor,inhibits
DB04845,TUBB3,inhibitor,inhibits
DB04846,ADRB1,antagonist,inhibits
DB04846,ADRB2,agonist,activates
DB04846,ADRB3,agonist,activates
DB04846,ADRA2A,antagonist,inhibits
DB04846,ADRA2B,antagonist,inhibits
DB04846,ADRA2C,antagonist,inhibits
DB04847,EGLN1,inhibitor,inhibits
DB04847,EGLN2,inhibitor,inhibits
DB04847,EGLN3,inhibitor,inhibits
DB04849,KDR,inhibitor,inhibits
DB04850,MAOA,nan,other
DB04851,ABCB1,modulator,other
DB04851,ABCB5,nan,other
DB04851,ABCC1,nan,other
DB04851,ABCG2,nan,other
DB04852,MTTP,inhibitor,inhibits
DB04853,ADORA2A,agonist,activates
DB04854,XDH,inhibitor,inhibits
DB04855,ADRA1A,antagonist,inhibits
DB04855,KCNA5,blocker,inhibits
DB04855,ADRA1B,antagonist,inhibits
DB04855,ADRA1D,antagonist,inhibits
DB04855,ADRA2A,antagonist,inhibits
DB04855,ADRA2B,antagonist,inhibits
DB04855,ADRA2C,antagonist,inhibits
DB04855,KCNH2,inhibitor,inhibits
DB04855,CACNA1C,inhibitor,inhibits
DB04855,CACNA1D,inhibitor,inhibits
DB04855,CACNA1F,inhibitor,inhibits
DB04855,CACNA1S,inhibitor,inhibits
DB04855,CACNB1,inhibitor,inhibits
DB04855,CACNB2,inhibitor,inhibits
DB04855,CACNB3,inhibitor,inhibits
DB04855,CACNB4,inhibitor,inhibits
DB04855,KCNK2,inhibitor,inhibits
DB04855,SCN5A,inhibitor,inhibits
DB04855,KCNJ3,inhibitor,inhibits
DB04855,KCNQ1,inhibitor,inhibits
DB04855,KCNJ12,inhibitor,inhibits
DB04855,SLC8A1,inhibitor,inhibits
DB04855,KCND3,inhibitor,inhibits
DB04855,ADRB1,antagonist,inhibits
DB04855,THRA,inhibitor,inhibits
DB04856,CCKBR,inhibitor,inhibits
DB04856,CCKAR,inhibitor,inhibits
DB04857,SLC6A4,modulator,other
DB04857,DRD2,nan,other
DB04858,TOP2A,modulator,other
DB04858,TOP2B,modulator,other
DB04859,ACHE,inhibitor,inhibits
DB04860,TLR7,agonist,activates
DB04861,ADRB1,antagonist,inhibits
DB04861,ADRB2,antagonist,inhibits
DB04861,ADRB3,agonist,activates
DB04862,IMPDH1,inhibitor,inhibits
DB04862,ERBB2,inhibitor,inhibits
DB04862,EGFR,inhibitor,inhibits
DB04863,ITGA2B,modulator,other
DB04863,ITGB3,modulator,other
DB04864,ACHE,inhibitor,inhibits
DB04865,RPL3,antagonist,inhibits
DB04866,COL1A1,nan,other
DB04866,MMP2,nan,other
DB04867,CCKAR,antagonist,inhibits
DB04868,ABL1,inhibitor,inhibits
DB04868,KIT,antagonist,inhibits
DB04869,CALCRL,antagonist,inhibits
DB04869,CALCA,nan,other
DB04870,GRM3,agonist,activates
DB04870,GRM2,agonist,activates
DB04871,HTR2C,agonist,activates
DB04872,TACR3,antagonist,inhibits
DB04873,HTR4,antagonist,inhibits
DB04875,CASP1,modulator,other
DB04876,DPP4,inhibitor,inhibits
DB04877,ABCB1,inhibitor,inhibits
DB04878,MGAM,inhibitor,inhibits
DB04879,EGFR,inhibitor,inhibits
DB04879,FLT4,inhibitor,inhibits
DB04879,KDR,inhibitor,inhibits
DB04879,FLT1,inhibitor,inhibits
DB04880,PDE3A,inhibitor,inhibits
DB04881,ABCB1,inhibitor,inhibits
DB04882,TOP1,inhibitor,inhibits
DB04883,EDNRA,antagonist,inhibits
DB04884,HTR1A,nan,other
DB04884,HTR1B,nan,other
DB04884,HTR2C,nan,other
DB04885,HTR3A,modulator,other
DB04888,HTR1A,modulator,other
DB04888,DRD2,modulator,other
DB04889,SLC6A2,modulator,other
DB04889,SLC6A4,modulator,other
DB04889,DRD2,nan,other
DB04890,HRH1,antagonist,inhibits
DB04891,MED1,nan,other
DB04891,VDR,nan,other
DB04892,ACHE,inhibitor,inhibits
DB04892,BCHE,inhibitor,inhibits
DB04892,APP,nan,other
DB04893,FNTB,nan,other
DB04893,FNTA,nan,other
DB04894,SSTR2,inducer,activates
DB04894,SSTR5,agonist,activates
DB04894,TACR1,antagonist,inhibits
DB04895,VEGFA,antagonist,inhibits
DB04896,SLC6A4,inhibitor,inhibits
DB04896,SLC6A2,inhibitor,inhibits
DB04896,GRIN1,inhibitor,inhibits
DB04898,F2,inhibitor,inhibits
DB04899,NPR1,binder,other
DB04899,NPR2,nan,other
DB04899,NPR3,nan,other
DB04901,CD80,antibody,other
DB04903,GABRG3,modulator,other
DB04903,GABRA2,nan,other
DB04903,GABRA3,nan,other
DB04905,ABCB1,inducer,activates
DB04905,HRH1,antagonist,inhibits
DB04908,HTR1A,agonist,activates
DB04908,HTR2A,antagonist,inhibits
DB04908,DRD4,antagonist,inhibits
DB04910,TUBB4B,nan,other
DB04912,HMOX1,nan,other
DB04912,HMOX2,nan,other
DB04915,XIAP,modulator,other
DB04915,SPHK1,modulator,other
DB04915,ENOX2,nan,other
DB04917,HTR4,modulator,other
DB04917,HTR3A,nan,other
DB04919,FGA,nan,other
DB04919,FGB,nan,other
DB04920,CACNA1F,blocker,inhibits
DB04920,CACNA1S,blocker,inhibits
DB04920,CACNA1D,blocker,inhibits
DB04920,CACNA1C,blocker,inhibits
DB04924,DRD2,nan,other
DB04924,ACHE,inhibitor,inhibits
DB04925,PLG,nan,other
DB04926,GRIN3A,nan,other
DB04929,ALOX5AP,nan,other
DB04930,SCN1A,inhibitor,inhibits
DB04930,ESR1,nan,other
DB04930,NR1I2,nan,other
DB04931,MC4R,inhibitor,inhibits
DB04931,MC1R,agonist,activates
DB04932,ADORA1,agonist,activates
DB04932,ADORA2A,agonist,activates
DB04932,ADORA2B,agonist,activates
DB04933,TLR4,inhibitor,inhibits
DB04938,ESR1,antagonist,inhibits
DB04941,ANO1,antagonist,inhibits
DB04941,CFTR,antagonist,inhibits
DB04942,RARA,agonist,activates
DB04942,RARB,agonist,activates
DB04944,PRKAA1,modulator,other
DB04944,PRKAB1,modulator,other
DB04944,PRKAG1,modulator,other
DB04946,HTR2A,antagonist,inhibits
DB04946,DRD2,antagonist,inhibits
DB04946,HTR1A,antagonist,inhibits
DB04946,HTR2C,antagonist,inhibits
DB04946,HTR6,antagonist,inhibits
DB04946,HTR7,antagonist,inhibits
DB04946,ADRA1A,antagonist,inhibits
DB04946,ADRA2A,antagonist,inhibits
DB04946,ADRA2B,antagonist,inhibits
DB04946,ADRA2C,antagonist,inhibits
DB04946,ADRB1,antagonist,inhibits
DB04946,ADRB2,antagonist,inhibits
DB04946,DRD1,antagonist,inhibits
DB04946,DRD3,antagonist,inhibits
DB04946,DRD4,antagonist,inhibits
DB04946,DRD5,antagonist,inhibits
DB04946,HRH1,antagonist,inhibits
DB04947,SLC6A3,inhibitor,inhibits
DB04948,ADRA2A,agonist,activates
DB04948,ADRA1A,agonist,activates
DB04948,HTR1A,agonist,activates
DB04948,HTR7,agonist,activates
DB04948,HTR2C,agonist,activates
DB04948,HTR1D,agonist,activates
DB04951,TGFB1,modulator,other
DB04953,KCNQ3,modulator,other
DB04953,KCNQ2,nan,other
DB04953,KCNQ4,nan,other
DB04953,KCNQ5,nan,other
DB04954,ADORA1,agonist,activates
DB04956,TNF,nan,other
DB04957,KCNE1,nan,other
DB04957,KCNQ1,nan,other
DB04957,KCNH2,nan,other
DB04958,CD22,antibody,other
DB04959,KRT7,nan,other
DB04959,UBR4,nan,other
DB04960,FDPS,inhibitor,inhibits
DB04960,FNTA,modulator,other
DB04960,FNTB,modulator,other
DB04964,MUC16,nan,other
DB04967,TOP2A,inhibitor,inhibits
DB04967,TOP2B,inhibitor,inhibits
DB04967,APEX1,inhibitor,inhibits
DB04967,TOP1,inhibitor,inhibits
DB04970,HTR1A,nan,other
DB04971,PPARA,agonist,activates
DB04971,PPARG,nan,other
DB04972,GSTP1,modulator,other
DB04973,RAF1,nan,other
DB04974,FKBP1A,modulator,other
DB04974,MTOR,ligand,other
DB04975,TOP2B,modulator,other
DB04975,TOP2A,modulator,other
DB04977,PPT1,modulator,other
DB04977,EEF1A2,nan,other
DB04978,TOP2A,nan,other
DB04982,GRIA1,nan,other
DB04982,GRIA2,nan,other
DB04982,GRIA3,nan,other
DB04982,GRIA4,nan,other
DB04983,P2RY2,agonist,activates
DB04985,RPSA,nan,other
DB04988,EGFR,nan,other
DB04988,ERBB2,nan,other
DB04991,ADAM10,nan,other
DB04997,ITGA4,nan,other
DB04998,IKBKG,nan,other
DB05001,DPP4,nan,other
DB05003,RRM2,nan,other
DB05003,RRM1,nan,other
DB05004,NPY2R,nan,other
DB05004,NPY1R,nan,other
DB05004,NPY5R,nan,other
DB05004,NPY4R,nan,other
DB05009,ADORA2A,agonist,activates
DB05010,GABBR1,modulator,other
DB05010,GABBR2,modulator,other
DB05012,SLC6A2,nan,other
DB05013,PRKCD,ligand,other
DB05013,PRKCA,ligand,other
DB05014,FGFR3,nan,other
DB05014,FGFR1,nan,other
DB05014,KDR,nan,other
DB05014,FLT3,nan,other
DB05014,PDGFRB,nan,other
DB05014,RET,nan,other
DB05015,HDAC1,inhibitor,inhibits
DB05016,DMD,modulator,other
DB05017,TNF,nan,other
DB05017,IL6,nan,other
DB05018,GLA,stabilization,other
DB05022,TOP2A,nan,other
DB05022,TOP2B,nan,other
DB05023,IGF1R,nan,other
DB05024,CYP24A1,nan,other
DB05024,VDR,nan,other
DB05032,HRH4,nan,other
DB05033,ADAM9,nan,other
DB05034,NPR1,modulator,other
DB05035,THRA,nan,other
DB05035,THRB,nan,other
DB05036,SMG6,nan,other
DB05036,SCYL1,nan,other
DB05036,PTGES3,nan,other
DB05036,TERT,nan,other
DB05038,BDKRB2,antagonist,inhibits
DB05039,ADRB2,agonist,activates
DB05042,HTR6,nan,other
DB05044,PYGL,nan,other
DB05045,NPY4R,nan,other
DB05045,NPY2R,nan,other
DB05046,OPRK1,nan,other
DB05046,OPRM1,nan,other
DB05047,BDNF,nan,other
DB05047,GRIA1,nan,other
DB05047,GRIA2,nan,other
DB05047,GRIA3,nan,other
DB05047,GRIA4,nan,other
DB05049,HTR3A,nan,other
DB05050,OPRD1,nan,other
DB05052,ESR2,nan,other
DB05053,FBP2,modulator,other
DB05053,FBP1,modulator,other
DB05057,CELA1,modulator,other
DB05064,HSD11B1,nan,other
DB05069,CHRNA10,nan,other
DB05069,CHRNA9,nan,other
DB05070,GRM5,nan,other
DB05072,TACR1,nan,other
DB05075,VEGFC,inhibitor,inhibits
DB05075,VEGFD,inhibitor,inhibits
DB05075,VEGFA,inhibitor,inhibits
DB05075,VEGFB,inhibitor,inhibits
DB05075,FLT1,nan,other
DB05075,KDR,nan,other
DB05075,FLT4,nan,other
DB05075,CSK,nan,other
DB05077,CNR1,nan,other
DB05078,IL4R,nan,other
DB05078,IL13RA2,nan,other
DB05079,HRH1,nan,other
DB05079,HTR2A,nan,other
DB05080,HRH1,nan,other
DB05080,HRH3,nan,other
DB05084,PTH1R,agonist,activates
DB05085,NPY4R,nan,other
DB05087,GABRA1,positive allosteric modulator,activates
DB05088,APP,nan,other
DB05091,AVPR2,nan,other
DB05092,ITGA4,nan,other
DB05095,PTGS2,modulator,other
DB05096,GRM2,nan,other
DB05096,GRM3,nan,other
DB05097,CEACAM5,inhibitor,inhibits
DB05098,LEPR,nan,other
DB05099,FGA,nan,other
DB05100,MMP2,inhibitor,inhibits
DB05100,MMP1,inhibitor,inhibits
DB05100,MMP7,inhibitor,inhibits
DB05101,EGFR,nan,other
DB05103,HDAC1,inhibitor,inhibits
DB05103,BCL2,downregulator,inhibits
DB05103,CASP8,regulator,other
DB05104,OPRK1,agonist,activates
DB05107,AR,inhibitor,inhibits
DB05107,G6PD,nan,other
DB05110,IFNG,nan,other
DB05111,IFNG,nan,other
DB05115,INSR,nan,other
DB05116,TYMS,nan,other
DB05119,TK1,inhibitor,inhibits
DB05119,PLA2G1B,modulator,other
DB05119,PLA2G7,inhibitor,inhibits
DB05120,INSR,nan,other
DB05121,HLA-DRA,nan,other
DB05122,ITGA4,nan,other
DB05122,ITGB4,nan,other
DB05122,ITGB7,nan,other
DB05125,DHODH,nan,other
DB05127,TLR7,nan,other
DB05129,TOP2A,modulator,other
DB05129,TOP2B,modulator,other
DB05129,TOP1,nan,other
DB05130,CCR2,nan,other
DB05131,F9,nan,other
DB05133,IL1B,nan,other
DB05134,HSP90AA1,inhibitor,inhibits
DB05134,HSP90AB1,nan,other
DB05137,SLC18A2,inhibitor,inhibits
DB05137,CHRNA7,nan,other
DB05137,CHRNA9,nan,other
DB05137,CHRNA10,nan,other
DB05139,PDGFD,nan,other
DB05141,BIRC5,nan,other
DB05142,PDE2A,nan,other
DB05146,KDR,nan,other
DB05146,KIT,nan,other
DB05146,PDGFRA,nan,other
DB05146,PDGFRB,nan,other
DB05147,TUBA1A,nan,other
DB05147,TUBA1B,nan,other
DB05147,TUBA1C,nan,other
DB05147,TUBA4A,nan,other
DB05147,TUBA3E,nan,other
DB05147,TUBA4B,nan,other
DB05147,TUBB1,nan,other
DB05147,TUBB2A,nan,other
DB05147,TUBB2B,nan,other
DB05147,TUBB4B,nan,other
DB05147,TUBB3,nan,other
DB05147,TUBB4A,nan,other
DB05147,TUBB,nan,other
DB05147,TUBB6,nan,other
DB05147,TUBA3C,nan,other
DB05149,CHEK2,nan,other
DB05149,CHEK1,nan,other
DB05150,APP,nan,other
DB05152,CHRM1,agonist,activates
DB05155,OPRK1,agonist,activates
DB05157,MAPK14,nan,other
DB05157,MAPK11,nan,other
DB05157,MAPK12,nan,other
DB05157,MAPK13,nan,other
DB05159,CCR2,nan,other
DB05161,ELANE,nan,other
DB05161,PRTN3,nan,other
DB05164,BCR/ABL fusion,nan,other
DB05165,EIF4E,nan,other
DB05166,GPR119,nan,other
DB05168,FOLR1,modulator,other
DB05168,FOLR2,nan,other
DB05168,FOLR3,nan,other
DB05169,AURKB,modulator,other
DB05169,AURKA,modulator,other
DB05171,APH1B,modulator,other
DB05171,NCSTN,modulator,other
DB05171,PSEN1,modulator,other
DB05171,APH1A,modulator,other
DB05171,PSENEN,modulator,other
DB05177,LTA4H,nan,other
DB05183,IKBKB,nan,other
DB05184,IGF1R,nan,other
DB05184,SRC,nan,other
DB05184,ABL1,nan,other
DB05184,ABL2,nan,other
DB05187,PPARA,agonist,activates
DB05187,PPARD,agonist,activates
DB05187,PPARG,agonist,activates
DB05188,PPARD,nan,other
DB05190,BRAF,nan,other
DB05190,RAF1,nan,other
DB05191,ADORA2A,nan,other
DB05192,THRB,nan,other
DB05194,CSF2RA,nan,other
DB05194,CSF2,nan,other
DB05198,AURKA,nan,other
DB05198,KDR,nan,other
DB05199,TPH1,nan,other
DB05200,GAA,nan,other
DB05201,CNR1,nan,other
DB05202,VWF,nan,other
DB05202,GP1BA,nan,other
DB05203,REN,nan,other
DB05203,ACE2,nan,other
DB05204,BTK,inhibitor,inhibits
DB05205,MAOA,nan,other
DB05207,TNF,nan,other
DB05207,IL1R1,nan,other
DB05209,RHD,nan,other
DB05210,PIK3R1,nan,other
DB05210,PIK3R2,nan,other
DB05210,PIK3R3,nan,other
DB05210,PRKDC,nan,other
DB05210,MTOR,nan,other
DB05212,NFKB1,nan,other
DB05212,NFKB2,nan,other
DB05214,NOS2,nan,other
DB05217,NAMPT,inhibitor,inhibits
DB05218,TNF,nan,other
DB05219,PDE4A,inhibitor,inhibits
DB05219,PDE4B,inhibitor,inhibits
DB05219,PDE4C,inhibitor,inhibits
DB05219,PDE4D,inhibitor,inhibits
DB05220,AURKA,inhibitor,inhibits
DB05223,HDAC1,nan,other
DB05223,HDAC2,nan,other
DB05223,HDAC3,nan,other
DB05223,HDAC6,nan,other
DB05225,ALOX5AP,inhibitor,inhibits
DB05227,HTR2A,nan,other
DB05229,PTGIR,agonist,activates
DB05232,SCN5A,blocker,inhibits
DB05232,SCN1A,nan,other
DB05232,SCN2A,nan,other
DB05232,SCN3A,nan,other
DB05232,SCN8A,nan,other
DB05233,ESR1,nan,other
DB05234,AR,modulator,other
DB05235,CRYM,nan,other
DB05235,THRA,nan,other
DB05239,MAP2K1,inhibitor,inhibits
DB05241,PIK3CA,nan,other
DB05241,PIK3CG,nan,other
DB05241,PIK3CD,nan,other
DB05241,PIK3CB,nan,other
DB05241,MTOR,nan,other
DB05243,JAK2,nan,other
DB05246,CACNA1G,inhibitor,inhibits
DB05249,CSF3R,nan,other
DB05252,NOS3,stimulator,activates
DB05252,NOS2,nan,other
DB05253,PGR,nan,other
DB05254,SERPINE1,nan,other
DB05254,PLAU,nan,other
DB05255,CASR,antagonist,inhibits
DB05258,IFNAR1,nan,other
DB05260,IL1B,inhibitor,inhibits
DB05260,RRM2,inhibitor,inhibits
DB05260,ATP6V1B2,inhibitor,inhibits
DB05262,XDH,inhibitor,inhibits
DB05264,CSF2RB,nan,other
DB05265,NOXO1,antagonist,inhibits
DB05266,PDE4A,inhibitor,inhibits
DB05266,PDE4B,inhibitor,inhibits
DB05266,PDE4C,inhibitor,inhibits
DB05266,PDE4D,inhibitor,inhibits
DB05266,PDE3A,inhibitor,inhibits
DB05268,RAF1,nan,other
DB05271,DRD3,agonist,activates
DB05271,DRD4,agonist,activates
DB05271,DRD2,agonist,activates
DB05271,DRD5,agonist,activates
DB05271,DRD1,agonist,activates
DB05271,HTR1A,agonist,activates
DB05271,ADRA2B,antagonist,inhibits
DB05282,AIFM1,nan,other
DB05284,TUBB,nan,other
DB05289,APH1B,inhibitor,inhibits
DB05289,NCSTN,inhibitor,inhibits
DB05289,APH1A,inhibitor,inhibits
DB05289,PSENEN,inhibitor,inhibits
DB05289,PSEN1,inhibitor,inhibits
DB05289,PSEN2,inhibitor,inhibits
DB05289,IKBKG,nan,other
DB05290,EDNRA,nan,other
DB05294,KDR,inhibitor,inhibits
DB05294,RET,inhibitor,inhibits
DB05294,EGFR,inhibitor,inhibits
DB05294,VEGFA,inhibitor,inhibits
DB05294,PTK6,inhibitor,inhibits
DB05294,TEK,inhibitor,inhibits
DB05295,VDR,nan,other
DB05296,KLK3,modulator,other
DB05297,BCL2,nan,other
DB05298,PDE4D,nan,other
DB05299,IL2,nan,other
DB05301,PLD1,nan,other
DB05301,CASP1,nan,other
DB05303,TNF,nan,other
DB05303,IL1R1,nan,other
DB05304,CA9,nan,other
DB05304,IL2,nan,other
DB05305,IL13,nan,other
DB05308,TYMS,nan,other
DB05309,FGF4,nan,other
DB05311,KLKB1,inhibitor,inhibits
DB05316,HTR2A,inverse agonist,inhibits
DB05316,HTR2C,inverse agonist,inhibits
DB05316,SIGMAR1,binder,other
DB05317,FDFT1,nan,other
DB05317,HMGCR,nan,other
DB05319,EPCAM,nan,other
DB05327,AKR1B1,inhibitor,inhibits
DB05332,MPL,agonist,activates
DB05337,GLIPR1,nan,other
DB05339,HTR1A,agonist,activates
DB05343,ADRB3,agonist,activates
DB05343,S100B,modulator,other
DB05345,HRH1,nan,other
DB05351,ATP4A,inhibitor,inhibits
DB05351,ATP4B,inhibitor,inhibits
DB05351,DDAH1,nan,other
DB05361,F10,modulator,other
DB05361,F2,modulator,other
DB05361,SERPINC1,nan,other
DB05361,F2R,nan,other
DB05362,F10,nan,other
DB05364,CCL3,nan,other
DB05367,EDNRA,nan,other
DB05369,HRH2,nan,other
DB05374,EGFR,nan,other
DB05381,HRH1,agonist,activates
DB05381,HRH2,agonist,activates
DB05381,HRH3,agonist,activates
DB05381,HRH4,agonist,activates
DB05381,SLC18A2,nan,other
DB05382,SLC5A5,substrate,other
DB05383,NOS2,inhibitor,inhibits
DB05383,CCR2,antagonist,inhibits
DB05383,AOC1,inhibitor,inhibits
DB05383,AKR1B1,nan,other
DB05383,TIMP3,nan,other
DB05386,CSF2RA,nan,other
DB05387,MMP2,nan,other
DB05387,MMP9,nan,other
DB05387,MMP12,nan,other
DB05389,MAEA,nan,other
DB05389,CD163,nan,other
DB05390,P2RY2,nan,other
DB05391,GP1BA,nan,other
DB05395,ADRB3,agonist,activates
DB05398,CD9,nan,other
DB05399,VCAM1,nan,other
DB05403,MAPK12,nan,other
DB05404,TP53,nan,other
DB05407,EDNRA,antagonist,inhibits
DB05407,EDN1,nan,other
DB05408,CASP1,nan,other
DB05408,CASP3,nan,other
DB05408,CASP7,nan,other
DB05409,PTGS1,modulator,other
DB05409,PTGS2,modulator,other
DB05412,MAPK14,modulator,other
DB05412,TNF,nan,other
DB05412,IL1B,nan,other
DB05412,MT-CO2,nan,other
DB05413,SERPINA5,nan,other
DB05414,ESR1,inhibitor,inhibits
DB05414,ESR2,inhibitor,inhibits
DB05415,PDE5A,nan,other
DB05416,PPARD,agonist,activates
DB05416,PPARA,agonist,activates
DB05417,GLRA1,nan,other
DB05418,TACR1,nan,other
DB05419,CALY,nan,other
DB05420,RRM2,binder,other
DB05420,RRM1,nan,other
DB05421,TACR1,antagonist,inhibits
DB05422,SIGMAR1,modulator,other
DB05422,HTR1A,modulator,other
DB05422,SLC6A4,nan,other
DB05423,NR3C1,antagonist,inhibits
DB05424,ERBB2,inhibitor,inhibits
DB05424,AKT1,inhibitor,inhibits
DB05424,ERBB4,inhibitor,inhibits
DB05424,EGFR,inhibitor,inhibits
DB05428,PRDX5,modulator,other
DB05428,TXNRD1,nan,other
DB05428,TXNRD2,nan,other
DB05428,RRM2,nan,other
DB05429,CCL11,nan,other
DB05431,ALOX5,inhibitor,inhibits
DB05432,CALY,nan,other
DB05434,THBS1,modulator,other
DB05434,FGF2,nan,other
DB05434,HGF,nan,other
DB05434,VEGFA,nan,other
DB05434,CXCL8,nan,other
DB05442,NR3C1,modulator,other
DB05442,IL1B,nan,other
DB05443,OPRK1,nan,other
DB05444,HSPA1A,modulator,other
DB05444,HSPA1B,modulator,other
DB05446,APOH,nan,other
