TNF,NFKB1
TNF,CASP3
TNF,GAPDH
TNF,BCL2
TNF,ICAM1
TNF,NQO1
TNF,PARP1
TNF,CD44
TNF,REN
TNF,IL1B
TNF,PPARA
TNF,RELA
TNF,STAT3
TNF,NFE2L2
TNF,JUN
TNF,IL12B
TNF,NOS2
TNF,TGFB1
TNF,NFKB2
TNF,ALB
TNF,TIRAP
TNF,MAP2K1
TNF,TYK2
TNF,MMP9
TNF,TLR9
TNF,AKT1
TNF,EGFR
TNF,TNFSF11
TNF,TFRC
TNF,CXCL8
TNF,REL
TNF,KRAS
TNF,F2
TNF,TNFSF10
TNF,TLR4
TNF,JAK1
TNF,HMOX1
TNF,PTGS2
TNF,ACE
TNF,NOD2
TNF,ACE2
TNF,PPARG
TNF,FGF2
AGTR1,NOS3
AGTR1,REN
AGTR1,CXCL8
AGTR1,ACE2
AGTR1,F2
AGTR1,ACE
RAF1,PIK3CA
RAF1,NFKB1
RAF1,BCL2
RAF1,MAP2K2
RAF1,STAT3
RAF1,RELA
RAF1,MAP2K1
RAF1,BRAF
RAF1,EGFR
RAF1,AKT1
RAF1,KRAS
DDC,TPO
DDC,MAOA
DDC,SLC6A4
DDC,COMT
DDC,DBH
DDC,MAOB
DDC,SLC18A2
DDC,SLC6A3
DDC,TH
ESR1,RELA
ESR1,EZH2
ESR1,JUN
ESR1,STAT3
ESR1,PGR
ESR1,GNRH1
ESR1,GAPDH
ESR1,NFKB1
ESR1,NR1H4
ESR1,BCL2
ESR1,PARP1
ESR1,CDK4
ESR1,PIK3CA
ESR1,IL1B
ESR1,CD44
ESR1,NOS3
ESR1,AHR
ESR1,CYP19A1
ESR1,CYP2D6
ESR1,ESR2
ESR1,REL
ESR1,KRAS
ESR1,FGFR2
ESR1,ERBB2
ESR1,PPARG
ESR1,NTRK1
ESR1,CCND1
ESR1,ALB
ESR1,ESRRA
ESR1,EGFR
ESR1,AKT1
ESR1,MMP9
ESR1,BRAF
TRPV4,ATP2B1
TRPV4,TRPA1
TRPV4,TRPV1
HDAC9,HDAC6
HDAC9,EZH2
FGFR2,ESR1
FGFR2,IDH1
FGFR2,FGFR1
FGFR2,PIK3CA
FGFR2,CD44
FGFR2,PGR
FGFR2,STAT3
FGFR2,FGFR3
FGFR2,TLR9
FGFR2,FGF2
FGFR2,ERBB2
FGFR2,JAK1
FGFR2,KRAS
TOP2A,PCNA
TOP2A,CDK4
TOP2A,PARP1
TOP2A,RRM1
CFB,SERPING1
BRAF,STAT3
BRAF,MAP2K2
BRAF,BCL2
BRAF,IDH1
BRAF,ESR1
BRAF,PIK3CA
BRAF,RAF1
BRAF,TERT
BRAF,KRAS
BRAF,MC1R
BRAF,CCND1
BRAF,AKT1
BRAF,IDH2
BRAF,MAP2K1
PIK3CG,ERBB2
PIK3CG,KRAS
PIK3CG,AKT1
PIK3CG,EGFR
PIK3CG,STAT3
PIK3CG,PIK3CA
TFR2,TFRC
GPBAR1,NR1H4
GPBAR1,NR1I2
NTRK1,NTRK2
NTRK1,STAT3
NTRK1,ESR1
NTRK1,PIK3CA
NTRK1,NTRK3
NTRK1,FGF2
NTRK1,ERBB2
TYK2,PIK3CA
TYK2,TNF
TYK2,IL12B
TYK2,MAP2K2
TYK2,STAT3
TYK2,PTAFR
TYK2,EGFR
TYK2,MPL
TYK2,MAP2K1
TYK2,JAK1
CCKBR,GAST
HTR2A,COMT
HTR2A,CNR1
HTR2A,MAOA
HTR2A,SLC6A4
HTR2A,DRD2
HTR2A,SLC6A3
PTAFR,TYK2
PTAFR,TLR4
PTAFR,STAT3
HSD3B2,AKR1D1
HSD3B2,CYP19A1
HSD3B2,CYP3A4
HSD3B2,SIGMAR1
NR1H4,GPBAR1
NR1H4,ABCA1
NR1H4,ESR1
MC1R,BRAF
MC1R,CDK4
AKT1,ALB
AKT1,TNFSF11
AKT1,TLR4
AKT1,PTGS2
AKT1,KRAS
AKT1,HDAC6
AKT1,NQO1
AKT1,BCL2
AKT1,GNRH1
AKT1,GAPDH
AKT1,MCL1
AKT1,CYP19A1
AKT1,ESR1
AKT1,PIK3CG
AKT1,CD44
AKT1,MAPT
AKT1,RELA
AKT1,JUN
AKT1,DNMT1
AKT1,NOS2
AKT1,TGFB1
AKT1,CCND1
AKT1,EGFR
AKT1,MMP9
AKT1,BRAF
AKT1,CXCL8
AKT1,HMOX1
AKT1,TERT
AKT1,PPARG
AKT1,NOS1
AKT1,FGF2
AKT1,ICAM1
AKT1,PARP1
AKT1,CASP3
AKT1,NFKB1
AKT1,PIK3CA
AKT1,IL1B
AKT1,TNF
AKT1,RAF1
AKT1,NOS3
AKT1,EZH2
AKT1,STAT3
AKT1,NFE2L2
TRPV1,HRH1
TRPV1,TRPV4
TRPV1,PPARA
TRPV1,TRPA1
TRPV1,CNR1
NOS1,XDH
NOS1,NOS3
NOS1,NOS2
NOS1,GUCY1A1
NOS1,AKT1
NOS1,KRAS
IDH3B,IDH1
IDH3B,IMPDH1
IDH3B,IDH2
HBB,HP
KCNJ10,KCNJ4
CYP2D6,CYP3A4
CYP2D6,ESR1
CYP2D6,MAOB
CYP2D6,MAOA
SLC18A2,SLC6A4
SLC18A2,MAOA
SLC18A2,DBH
SLC18A2,MAOB
SLC18A2,SLC6A3
SLC18A2,DDC
SLC18A2,DRD2
SLC18A2,TH
LPL,ALB
LPL,PPARA
LPL,PPARG
ABCG2,CYP3A4
ABCG2,CD44
ABCG2,CFTR
ABCG2,NR1I2
ABCG2,ALB
ABCG2,ERBB2
SLC29A1,RRM1
CYP3A4,KCNH2
CYP3A4,MAOA
CYP3A4,ALB
CYP3A4,ABCG2
CYP3A4,HSD3B2
CYP3A4,NR1I2
CYP3A4,MAOB
CYP3A4,CYP19A1
CYP3A4,CYP2D6
JAK1,MPL
JAK1,TYK2
JAK1,EGFR
JAK1,KRAS
JAK1,PDGFRA
JAK1,ERBB2
JAK1,FGFR2
JAK1,TNF
JAK1,PIK3CA
JAK1,MET
JAK1,ALK
JAK1,FGFR3
JAK1,STAT3
