DiseaseName_norm,DrugBankID,Source
crohndisease,DB13751,gene_target
fanconianemia,DB00480,gene_target
fanconianemia,DB00806,gene_target
fanconianemia,DB01041,gene_target
fanconianemia,DB02325,gene_target
fanconianemia,DB08910,gene_target
fanconianemia,DB13751,gene_target
glioma,DB00480,gene_target
glioma,DB00806,gene_target
glioma,DB01041,gene_target
glioma,DB02325,gene_target
glioma,DB13751,gene_target
hemochromatosis,DB00480,gene_target
hemochromatosis,DB00806,gene_target
hemochromatosis,DB01041,gene_target
hemochromatosis,DB02325,gene_target
hemochromatosis,DB08910,gene_target
hemochromatosis,DB13751,gene_target
idiopathicpulmonaryfibrosis,DB00480,gene_target
idiopathicpulmonaryfibrosis,DB00806,gene_target
idiopathicpulmonaryfibrosis,DB01041,gene_target
idiopathicpulmonaryfibrosis,DB02325,gene_target
idiopathicpulmonaryfibrosis,DB08910,gene_target
idiopathicpulmonaryfibrosis,DB13751,gene_target
leishmaniasis,DB00480,gene_target
leishmaniasis,DB00806,gene_target
leishmaniasis,DB01041,gene_target
leishmaniasis,DB02325,gene_target
leishmaniasis,DB08910,gene_target
leishmaniasis,DB13751,gene_target
malaria,DB00480,gene_target
malaria,DB00806,gene_target
malaria,DB01041,gene_target
malaria,DB02325,gene_target
malaria,DB08910,gene_target
malaria,DB13751,gene_target
neuroblastoma,DB00480,gene_target
neuroblastoma,DB01041,gene_target
neuroblastoma,DB02325,gene_target
neuroblastoma,DB08910,gene_target
neuroblastoma,DB13751,gene_target
psoriasis,DB00480,gene_target
psoriasis,DB00806,gene_target
psoriasis,DB01041,gene_target
psoriasis,DB02325,gene_target
psoriasis,DB08910,gene_target
psoriasis,DB13751,gene_target
vitiligo,DB00480,gene_target
vitiligo,DB00806,gene_target
vitiligo,DB01041,gene_target
vitiligo,DB02325,gene_target
vitiligo,DB08910,gene_target
vitiligo,DB13751,gene_target
neuroblastoma,DB04743,gene_target
osteoporosis,DB00480,gene_target
glioma,DB00276,gene_target
glioma,DB00380,gene_target
glioma,DB00385,gene_target
glioma,DB00444,gene_target
glioma,DB00467,gene_target
glioma,DB00487,gene_target
glioma,DB00694,gene_target
glioma,DB00773,gene_target
glioma,DB00779,gene_target
glioma,DB00817,gene_target
glioma,DB00827,gene_target
glioma,DB00978,gene_target
glioma,DB01051,gene_target
glioma,DB01177,gene_target
glioma,DB01179,gene_target
glioma,DB01204,gene_target
glioma,DB01208,gene_target
glioma,DB06193,gene_target
glioma,DB09047,gene_target
gravesdisease,DB00389,gene_target
gravesdisease,DB00550,gene_target
gravesdisease,DB00763,gene_target
gravesdisease,DB11496,gene_target
atherosclerosis,DB01744,gene_target
atherosclerosis,DB06774,gene_target
atherosclerosis,DB09120,gene_target
glioma,DB00265,gene_target
glioma,DB04272,gene_target
crohndisease,DB08877,gene_target
crohndisease,DB16650,gene_target
multiplesclerosis,DB08877,gene_target
multiplesclerosis,DB16650,gene_target
psoriasis,DB08877,gene_target
psoriasis,DB16650,gene_target
multiplesclerosis,DB00136,gene_target
multiplesclerosis,DB00146,gene_target
multiplesclerosis,DB00153,gene_target
multiplesclerosis,DB00169,gene_target
multiplesclerosis,DB00910,gene_target
multiplesclerosis,DB01070,gene_target
multiplesclerosis,DB01436,gene_target
multiplesclerosis,DB02300,gene_target
gout,DB00437,gene_target
gout,DB03147,gene_target
gout,DB04854,gene_target
gout,DB11672,gene_target
gout,DB16628,gene_target
coronaryarterydisease,DB00178,gene_target
coronaryarterydisease,DB00492,gene_target
coronaryarterydisease,DB00519,gene_target
coronaryarterydisease,DB00542,gene_target
coronaryarterydisease,DB00584,gene_target
coronaryarterydisease,DB00691,gene_target
coronaryarterydisease,DB00722,gene_target
coronaryarterydisease,DB00790,gene_target
coronaryarterydisease,DB00881,gene_target
coronaryarterydisease,DB00999,gene_target
coronaryarterydisease,DB01089,gene_target
coronaryarterydisease,DB01180,gene_target
coronaryarterydisease,DB01197,gene_target
coronaryarterydisease,DB01340,gene_target
coronaryarterydisease,DB01348,gene_target
coronaryarterydisease,DB09477,gene_target
coronaryarterydisease,DB13166,gene_target
asthma,DB00536,gene_target
asthma,DB00822,gene_target
asthma,DB09116,gene_target
parkinsondisease,DB00536,gene_target
parkinsondisease,DB00822,gene_target
parkinsondisease,DB09116,gene_target
asthma,DB00179,gene_target
asthma,DB00244,gene_target
asthma,DB00711,gene_target
asthma,DB00744,gene_target
asthma,DB00795,gene_target
asthma,DB00939,gene_target
asthma,DB01014,gene_target
coronaryarterydisease,DB01159,gene_target
coronaryarterydisease,DB01189,gene_target
coronaryarterydisease,DB01236,gene_target
asthma,DB01229,gene_target
asthma,DB01367,gene_target
asthma,DB11581,gene_target
asthma,DB12243,gene_target
parkinsondisease,DB02701,gene_target
asthma,DB01213,gene_target
parkinsondisease,DB01437,gene_target
parkinsondisease,DB00165,gene_target
parkinsondisease,DB00190,gene_target
parkinsondisease,DB00968,gene_target
parkinsondisease,DB12783,gene_target
asthma,DB00928,gene_target
asthma,DB01262,gene_target
parkinsondisease,DB00353,gene_target
parkinsondisease,DB00477,gene_target
parkinsondisease,DB00508,gene_target
parkinsondisease,DB00623,gene_target
parkinsondisease,DB00679,gene_target
parkinsondisease,DB00800,gene_target
parkinsondisease,DB00850,gene_target
parkinsondisease,DB00875,gene_target
parkinsondisease,DB00988,gene_target
parkinsondisease,DB01186,gene_target
parkinsondisease,DB01235,gene_target
parkinsondisease,DB01239,gene_target
parkinsondisease,DB01608,gene_target
parkinsondisease,DB01621,gene_target
parkinsondisease,DB01623,gene_target
parkinsondisease,DB01624,gene_target
parkinsondisease,DB11160,gene_target
parkinsondisease,DB09225,gene_target
parkinsondisease,DB11274,gene_target
parkinsondisease,DB11584,gene_target
parkinsondisease,DB11275,gene_target
parkinsondisease,DB13345,gene_target
parkinsondisease,DB00246,gene_target
parkinsondisease,DB00248,gene_target
parkinsondisease,DB00268,gene_target
parkinsondisease,DB00298,gene_target
parkinsondisease,DB00320,gene_target
parkinsondisease,DB00334,gene_target
parkinsondisease,DB00363,gene_target
parkinsondisease,DB00372,gene_target
parkinsondisease,DB00388,gene_target
parkinsondisease,DB00391,gene_target
parkinsondisease,DB00408,gene_target
parkinsondisease,DB00409,gene_target
parkinsondisease,DB00413,gene_target
parkinsondisease,DB00420,gene_target
parkinsondisease,DB00433,gene_target
parkinsondisease,DB00450,gene_target
parkinsondisease,DB00490,gene_target
parkinsondisease,DB00502,gene_target
parkinsondisease,DB00589,gene_target
parkinsondisease,DB00610,gene_target
parkinsondisease,DB00662,gene_target
parkinsondisease,DB00692,gene_target
parkinsondisease,DB00714,gene_target
parkinsondisease,DB00734,gene_target
parkinsondisease,DB00797,gene_target
parkinsondisease,DB00831,gene_target
parkinsondisease,DB00852,gene_target
parkinsondisease,DB00915,gene_target
parkinsondisease,DB00925,gene_target
parkinsondisease,DB00933,gene_target
parkinsondisease,DB01063,gene_target
parkinsondisease,DB01100,gene_target
parkinsondisease,DB01184,gene_target
parkinsondisease,DB01200,gene_target
parkinsondisease,DB01224,gene_target
parkinsondisease,DB01233,gene_target
parkinsondisease,DB01238,gene_target
parkinsondisease,DB01253,gene_target
parkinsondisease,DB01267,gene_target
parkinsondisease,DB01364,gene_target
parkinsondisease,DB01365,gene_target
parkinsondisease,DB01403,gene_target
parkinsondisease,DB01577,gene_target
parkinsondisease,DB01618,gene_target
parkinsondisease,DB04821,gene_target
parkinsondisease,DB04842,gene_target
parkinsondisease,DB04946,gene_target
parkinsondisease,DB05271,gene_target
parkinsondisease,DB06016,gene_target
parkinsondisease,DB06077,gene_target
parkinsondisease,DB06144,gene_target
parkinsondisease,DB06216,gene_target
parkinsondisease,DB06288,gene_target
parkinsondisease,DB06711,gene_target
parkinsondisease,DB06808,gene_target
parkinsondisease,DB08815,gene_target
parkinsondisease,DB09097,gene_target
parkinsondisease,DB12313,gene_target
parkinsondisease,DB12710,gene_target
parkinsondisease,DB14185,gene_target
coronaryarterydisease,DB00255,gene_target
coronaryarterydisease,DB00304,gene_target
coronaryarterydisease,DB00367,gene_target
coronaryarterydisease,DB00481,gene_target
coronaryarterydisease,DB00539,gene_target
coronaryarterydisease,DB00603,gene_target
coronaryarterydisease,DB00648,gene_target
coronaryarterydisease,DB00655,gene_target
coronaryarterydisease,DB00675,gene_target
coronaryarterydisease,DB00783,gene_target
coronaryarterydisease,DB00823,gene_target
coronaryarterydisease,DB00882,gene_target
coronaryarterydisease,DB00890,gene_target
coronaryarterydisease,DB00947,gene_target
coronaryarterydisease,DB00957,gene_target
coronaryarterydisease,DB00977,gene_target
coronaryarterydisease,DB01108,gene_target
coronaryarterydisease,DB01185,gene_target
coronaryarterydisease,DB01196,gene_target
coronaryarterydisease,DB01357,gene_target
coronaryarterydisease,DB01406,gene_target
coronaryarterydisease,DB04573,gene_target
coronaryarterydisease,DB04574,gene_target
coronaryarterydisease,DB04575,gene_target
coronaryarterydisease,DB04813,gene_target
coronaryarterydisease,DB04938,gene_target
coronaryarterydisease,DB06202,gene_target
coronaryarterydisease,DB06249,gene_target
coronaryarterydisease,DB06374,gene_target
coronaryarterydisease,DB06401,gene_target
coronaryarterydisease,DB09070,gene_target
coronaryarterydisease,DB11619,gene_target
coronaryarterydisease,DB12235,gene_target
coronaryarterydisease,DB13952,gene_target
coronaryarterydisease,DB13953,gene_target
coronaryarterydisease,DB13954,gene_target
coronaryarterydisease,DB13955,gene_target
coronaryarterydisease,DB13956,gene_target
coronaryarterydisease,DB13981,gene_target
coronaryarterydisease,DB00170,gene_target
coronaryarterydisease,DB01022,gene_target
coronaryarterydisease,DB01125,gene_target
coronaryarterydisease,DB00325,gene_target
coronaryarterydisease,DB00435,gene_target
coronaryarterydisease,DB00727,gene_target
coronaryarterydisease,DB09401,gene_target
asthma,DB02325,gene_target
coronaryarterydisease,DB02325,gene_target
parkinsondisease,DB02325,gene_target
asthma,DB00613,gene_target
asthma,DB01075,gene_target
tuberculosis,DB09130,gene_target
tuberculosis,DB09517,gene_target
asthma,DB00246,gene_target
asthma,DB00247,gene_target
asthma,DB00321,gene_target
asthma,DB00334,gene_target
asthma,DB00363,gene_target
asthma,DB00370,gene_target
asthma,DB00408,gene_target
asthma,DB00434,gene_target
asthma,DB00477,gene_target
asthma,DB00540,gene_target
asthma,DB00589,gene_target
asthma,DB00604,gene_target
asthma,DB00656,gene_target
asthma,DB00679,gene_target
asthma,DB00696,gene_target
asthma,DB00734,gene_target
asthma,DB00805,gene_target
asthma,DB00875,gene_target
asthma,DB00924,gene_target
asthma,DB00933,gene_target
asthma,DB01149,gene_target
asthma,DB01151,gene_target
asthma,DB01224,gene_target
asthma,DB01238,gene_target
asthma,DB01239,gene_target
asthma,DB01242,gene_target
asthma,DB01267,gene_target
asthma,DB01621,gene_target
asthma,DB04908,gene_target
asthma,DB04946,gene_target
asthma,DB05316,gene_target
asthma,DB06077,gene_target
asthma,DB06144,gene_target
asthma,DB06216,gene_target
asthma,DB06288,gene_target
asthma,DB08815,gene_target
asthma,DB09167,gene_target
asthma,DB09195,gene_target
asthma,DB09225,gene_target
asthma,DB13520,gene_target
asthma,DB14185,gene_target
asthma,DB11273,gene_target
asthma,DB13345,gene_target
asthma,DB08818,gene_target
asthma,DB11611,gene_target
asthma,DB01296,gene_target
asthma,DB05260,gene_target
asthma,DB11994,gene_target
parkinsondisease,DB09129,gene_target
parkinsondisease,DB04855,gene_target
parkinsondisease,DB00191,gene_target
parkinsondisease,DB00752,gene_target
parkinsondisease,DB00780,gene_target
parkinsondisease,DB00805,gene_target
parkinsondisease,DB01171,gene_target
parkinsondisease,DB01247,gene_target
parkinsondisease,DB03147,gene_target
parkinsondisease,DB00182,gene_target
parkinsondisease,DB01168,gene_target
parkinsondisease,DB01037,gene_target
parkinsondisease,DB01299,gene_target
parkinsondisease,DB01367,gene_target
parkinsondisease,DB01626,gene_target
parkinsondisease,DB06654,gene_target
parkinsondisease,DB09086,gene_target
parkinsondisease,DB01196,gene_target
parkinsondisease,DB14914,gene_target
asthma,DB11672,gene_target
parkinsondisease,DB01221,gene_target
parkinsondisease,DB09241,gene_target
asthma,DB08814,gene_target
asthma,DB11327,gene_target
coronaryarterydisease,DB00360,gene_target
coronaryarterydisease,DB11815,gene_target
asthma,DB00191,gene_target
asthma,DB03147,gene_target
asthma,DB02701,gene_target
asthma,DB09074,gene_target
asthma,DB11760,gene_target
asthma,DB11793,gene_target
asthma,DB12332,gene_target
asthma,DB00277,gene_target
asthma,DB00651,gene_target
asthma,DB00824,gene_target
asthma,DB01113,gene_target
asthma,DB05219,gene_target
asthma,DB01427,gene_target
asthma,DB01656,gene_target
asthma,DB16157,gene_target
asthma,DB00201,gene_target
coronaryarterydisease,DB11328,gene_target
asthma,DB11629,gene_target
asthma,DB12789,gene_target
coronaryarterydisease,DB00132,gene_target
coronaryarterydisease,DB00159,gene_target
coronaryarterydisease,DB00244,gene_target
coronaryarterydisease,DB00316,gene_target
coronaryarterydisease,DB00328,gene_target
coronaryarterydisease,DB00461,gene_target
coronaryarterydisease,DB00465,gene_target
coronaryarterydisease,DB00469,gene_target
coronaryarterydisease,DB00482,gene_target
coronaryarterydisease,DB00500,gene_target
coronaryarterydisease,DB00533,gene_target
coronaryarterydisease,DB00554,gene_target
coronaryarterydisease,DB00573,gene_target
coronaryarterydisease,DB00580,gene_target
coronaryarterydisease,DB00586,gene_target
coronaryarterydisease,DB00605,gene_target
coronaryarterydisease,DB00712,gene_target
coronaryarterydisease,DB00749,gene_target
coronaryarterydisease,DB00784,gene_target
coronaryarterydisease,DB00788,gene_target
coronaryarterydisease,DB00795,gene_target
coronaryarterydisease,DB00812,gene_target
coronaryarterydisease,DB00814,gene_target
coronaryarterydisease,DB00821,gene_target
coronaryarterydisease,DB00861,gene_target
coronaryarterydisease,DB00870,gene_target
coronaryarterydisease,DB00936,gene_target
coronaryarterydisease,DB00939,gene_target
coronaryarterydisease,DB00945,gene_target
coronaryarterydisease,DB00963,gene_target
coronaryarterydisease,DB00991,gene_target
coronaryarterydisease,DB01009,gene_target
coronaryarterydisease,DB01014,gene_target
coronaryarterydisease,DB01050,gene_target
coronaryarterydisease,DB01283,gene_target
coronaryarterydisease,DB01399,gene_target
coronaryarterydisease,DB01401,gene_target
coronaryarterydisease,DB01600,gene_target
coronaryarterydisease,DB01628,gene_target
coronaryarterydisease,DB02266,gene_target
coronaryarterydisease,DB03756,gene_target
coronaryarterydisease,DB04743,gene_target
coronaryarterydisease,DB06725,gene_target
coronaryarterydisease,DB06736,gene_target
coronaryarterydisease,DB06802,gene_target
coronaryarterydisease,DB08439,gene_target
coronaryarterydisease,DB08910,gene_target
coronaryarterydisease,DB08981,gene_target
coronaryarterydisease,DB09084,gene_target
coronaryarterydisease,DB09212,gene_target
coronaryarterydisease,DB09213,gene_target
coronaryarterydisease,DB09216,gene_target
coronaryarterydisease,DB11071,gene_target
coronaryarterydisease,DB11079,gene_target
coronaryarterydisease,DB11201,gene_target
coronaryarterydisease,DB11323,gene_target
coronaryarterydisease,DB11327,gene_target
coronaryarterydisease,DB11672,gene_target
coronaryarterydisease,DB13167,gene_target
coronaryarterydisease,DB13346,gene_target
coronaryarterydisease,DB13783,gene_target
coronaryarterydisease,DB01250,gene_target
tuberculosis,DB00746,gene_target
tuberculosis,DB01609,gene_target
parkinsondisease,DB00206,gene_target
parkinsondisease,DB00865,gene_target
parkinsondisease,DB01089,gene_target
parkinsondisease,DB01576,gene_target
parkinsondisease,DB04844,gene_target
parkinsondisease,DB06706,gene_target
parkinsondisease,DB06714,gene_target
parkinsondisease,DB11915,gene_target
parkinsondisease,DB12161,gene_target
parkinsondisease,DB00174,gene_target
parkinsondisease,DB00245,gene_target
parkinsondisease,DB00422,gene_target
parkinsondisease,DB00579,gene_target
parkinsondisease,DB00721,gene_target
parkinsondisease,DB00745,gene_target
parkinsondisease,DB00830,gene_target
parkinsondisease,DB00907,gene_target
parkinsondisease,DB00937,gene_target
parkinsondisease,DB01105,gene_target
parkinsondisease,DB01156,gene_target
parkinsondisease,DB06413,gene_target
parkinsondisease,DB06701,gene_target
parkinsondisease,DB08824,gene_target
parkinsondisease,DB16629,gene_target
coronaryarterydisease,DB00544,gene_target
coronaryarterydisease,DB00997,gene_target
coronaryarterydisease,DB04115,gene_target
coronaryarterydisease,DB14909,gene_target
asthma,DB01162,gene_target
asthma,DB04951,gene_target
parkinsondisease,DB00120,gene_target
parkinsondisease,DB00135,gene_target
parkinsondisease,DB00360,gene_target
parkinsondisease,DB00765,gene_target
tuberculosis,DB01611,gene_target
tuberculosis,DB00608,gene_target
coronaryarterydisease,DB03017,gene_target
coronaryarterydisease,DB13615,gene_target
asthma,DB00480,gene_target
asthma,DB00806,gene_target
asthma,DB01041,gene_target
asthma,DB08910,gene_target
asthma,DB13751,gene_target
parkinsondisease,DB00480,gene_target
parkinsondisease,DB00806,gene_target
parkinsondisease,DB01041,gene_target
parkinsondisease,DB08910,gene_target
parkinsondisease,DB13751,gene_target
asthma,DB00825,gene_target
asthma,DB01744,gene_target
asthma,DB03843,gene_target
asthma,DB09543,gene_target
asthma,DB14184,gene_target
asthma,DB14212,gene_target
breastcancer,DB12015,gene_target
breastcancer,DB12483,gene_target
breastcancer,DB15275,gene_target
breastcancer,DB00179,gene_target
breastcancer,DB01259,gene_target
breastcancer,DB08916,gene_target
breastcancer,DB11652,gene_target
breastcancer,DB11828,gene_target
breastcancer,DB11963,gene_target
breastcancer,DB12218,gene_target
breastcancer,DB01169,gene_target
breastcancer,DB11718,gene_target
breastcancer,DB05676,gene_target
breastcancer,DB09073,gene_target
breastcancer,DB11730,gene_target
breastcancer,DB12001,gene_target
breastcancer,DB15442,gene_target
breastcancer,DB00317,gene_target
breastcancer,DB00398,gene_target
breastcancer,DB00530,gene_target
breastcancer,DB00727,gene_target
breastcancer,DB05294,gene_target
breastcancer,DB09330,gene_target
breastcancer,DB12267,gene_target
breastcancer,DB16216,gene_target
breastcancer,DB16390,gene_target
breastcancer,DB15568,gene_target
breastcancer,DB15569,gene_target
breastcancer,DB08881,gene_target
breastcancer,DB08896,gene_target
breastcancer,DB08912,gene_target
breastcancer,DB14840,gene_target
breastcancer,DB15266,gene_target
