DiseaseName_norm,DrugBankID,Source
cryptorchidism,DB01108,gene_target
hypospadias,DB01108,gene_target
obsessive-compulsivedisorder,DB00216,gene_target
obsessive-compulsivedisorder,DB00246,gene_target
obsessive-compulsivedisorder,DB00315,gene_target
obsessive-compulsivedisorder,DB00320,gene_target
obsessive-compulsivedisorder,DB00574,gene_target
obsessive-compulsivedisorder,DB00669,gene_target
obsessive-compulsivedisorder,DB00696,gene_target
obsessive-compulsivedisorder,DB00918,gene_target
obsessive-compulsivedisorder,DB00952,gene_target
obsessive-compulsivedisorder,DB00953,gene_target
obsessive-compulsivedisorder,DB00998,gene_target
obsessive-compulsivedisorder,DB13520,gene_target
obsessive-compulsivedisorder,DB01239,gene_target
obsessive-compulsivedisorder,DB11273,gene_target
obsessive-compulsivedisorder,DB13345,gene_target
obsessive-compulsivedisorder,DB00247,gene_target
obsessive-compulsivedisorder,DB00321,gene_target
obsessive-compulsivedisorder,DB00334,gene_target
obsessive-compulsivedisorder,DB00363,gene_target
obsessive-compulsivedisorder,DB00370,gene_target
obsessive-compulsivedisorder,DB00408,gene_target
obsessive-compulsivedisorder,DB00434,gene_target
obsessive-compulsivedisorder,DB00477,gene_target
obsessive-compulsivedisorder,DB00540,gene_target
obsessive-compulsivedisorder,DB00589,gene_target
obsessive-compulsivedisorder,DB00604,gene_target
obsessive-compulsivedisorder,DB00656,gene_target
obsessive-compulsivedisorder,DB00679,gene_target
obsessive-compulsivedisorder,DB00734,gene_target
obsessive-compulsivedisorder,DB00805,gene_target
obsessive-compulsivedisorder,DB00875,gene_target
obsessive-compulsivedisorder,DB00924,gene_target
obsessive-compulsivedisorder,DB00933,gene_target
obsessive-compulsivedisorder,DB01149,gene_target
obsessive-compulsivedisorder,DB01151,gene_target
obsessive-compulsivedisorder,DB01224,gene_target
obsessive-compulsivedisorder,DB01238,gene_target
obsessive-compulsivedisorder,DB01242,gene_target
obsessive-compulsivedisorder,DB01267,gene_target
obsessive-compulsivedisorder,DB01621,gene_target
obsessive-compulsivedisorder,DB04908,gene_target
obsessive-compulsivedisorder,DB04946,gene_target
obsessive-compulsivedisorder,DB05316,gene_target
obsessive-compulsivedisorder,DB06077,gene_target
obsessive-compulsivedisorder,DB06144,gene_target
obsessive-compulsivedisorder,DB06216,gene_target
obsessive-compulsivedisorder,DB06288,gene_target
obsessive-compulsivedisorder,DB08815,gene_target
obsessive-compulsivedisorder,DB09167,gene_target
obsessive-compulsivedisorder,DB09195,gene_target
obsessive-compulsivedisorder,DB09225,gene_target
obsessive-compulsivedisorder,DB14185,gene_target
atherosclerosis,DB08818,gene_target
atherosclerosis,DB11611,gene_target
diabeticretinopathy,DB08818,gene_target
diabeticretinopathy,DB11611,gene_target
malaria,DB08818,gene_target
malaria,DB11611,gene_target
multiplesclerosis,DB11611,gene_target
cholangiocarcinoma,DB13874,gene_target
cholangiocarcinoma,DB14568,gene_target
cholangiocarcinoma,DB16267,gene_target
cholangiocarcinoma,DB17097,gene_target
glioma,DB13874,gene_target
glioma,DB14568,gene_target
glioma,DB16267,gene_target
glioma,DB17097,gene_target
osteoporosis,DB13874,gene_target
osteoporosis,DB17097,gene_target
retinitispigmentosa,DB13874,gene_target
retinitispigmentosa,DB17097,gene_target
crohndisease,DB01064,gene_target
glioma,DB01064,gene_target
psoriasis,DB01064,gene_target
gout,DB01296,gene_target
gout,DB05260,gene_target
gout,DB11994,gene_target
multiplesclerosis,DB01296,gene_target
multiplesclerosis,DB05260,gene_target
multiplesclerosis,DB11994,gene_target
neuroblastoma,DB01296,gene_target
neuroblastoma,DB05260,gene_target
neuroblastoma,DB11994,gene_target
psoriasis,DB01296,gene_target
psoriasis,DB05260,gene_target
psoriasis,DB11994,gene_target
lebercongenitalamaurosis,DB00688,gene_target
lebercongenitalamaurosis,DB00811,gene_target
lebercongenitalamaurosis,DB01024,gene_target
lebercongenitalamaurosis,DB01033,gene_target
retinitispigmentosa,DB00688,gene_target
retinitispigmentosa,DB00811,gene_target
retinitispigmentosa,DB01024,gene_target
retinitispigmentosa,DB01033,gene_target
lupusnephritis,DB08877,gene_target
lupusnephritis,DB08895,gene_target
lupusnephritis,DB11763,gene_target
lupusnephritis,DB11817,gene_target
lupusnephritis,DB14845,gene_target
lupusnephritis,DB14973,gene_target
lupusnephritis,DB15091,gene_target
osteosarcoma,DB00210,gene_target
osteosarcoma,DB01169,gene_target
cholangiocarcinoma,DB06637,gene_target
longqtsyndrome,DB00204,gene_target
longqtsyndrome,DB00252,gene_target
longqtsyndrome,DB00308,gene_target
longqtsyndrome,DB00489,gene_target
longqtsyndrome,DB01035,gene_target
longqtsyndrome,DB01100,gene_target
longqtsyndrome,DB01182,gene_target
longqtsyndrome,DB01218,gene_target
longqtsyndrome,DB04855,gene_target
longqtsyndrome,DB01118,gene_target
multiplesclerosis,DB00867,gene_target
multiplesclerosis,DB11148,gene_target
multiplesclerosis,DB00672,gene_target
multiplesclerosis,DB00839,gene_target
multiplesclerosis,DB01067,gene_target
multiplesclerosis,DB01251,gene_target
multiplesclerosis,DB01382,gene_target
longqtsyndrome,DB00808,gene_target
longqtsyndrome,DB06815,gene_target
cardiofaciocutaneoussyndrome,DB15568,gene_target
cardiofaciocutaneoussyndrome,DB15569,gene_target
cholangiocarcinoma,DB15568,gene_target
cholangiocarcinoma,DB15569,gene_target
costellosyndrome,DB15568,gene_target
costellosyndrome,DB15569,gene_target
neuroblastoma,DB15568,gene_target
neuroblastoma,DB15569,gene_target
noonansyndrome,DB15568,gene_target
noonansyndrome,DB15569,gene_target
celiacdisease,DB00636,gene_target
celiacdisease,DB01241,gene_target
celiacdisease,DB13751,gene_target
hypertriglyceridemia,DB00636,gene_target
hypertriglyceridemia,DB01241,gene_target
hypertriglyceridemia,DB13751,gene_target
osteoporosis,DB03017,gene_target
osteoporosis,DB04743,gene_target
osteoporosis,DB08439,gene_target
huntingtondisease,DB00191,gene_target
huntingtondisease,DB00752,gene_target
huntingtondisease,DB00780,gene_target
huntingtondisease,DB00805,gene_target
huntingtondisease,DB01171,gene_target
huntingtondisease,DB01247,gene_target
huntingtondisease,DB01577,gene_target
huntingtondisease,DB03147,gene_target
huntingtondisease,DB00182,gene_target
huntingtondisease,DB01168,gene_target
huntingtondisease,DB01037,gene_target
huntingtondisease,DB01299,gene_target
huntingtondisease,DB01367,gene_target
huntingtondisease,DB01626,gene_target
huntingtondisease,DB06654,gene_target
huntingtondisease,DB09086,gene_target
cardiofaciocutaneoussyndrome,DB05239,gene_target
cardiofaciocutaneoussyndrome,DB06616,gene_target
cardiofaciocutaneoussyndrome,DB08911,gene_target
cardiofaciocutaneoussyndrome,DB11689,gene_target
cardiofaciocutaneoussyndrome,DB11967,gene_target
costellosyndrome,DB05239,gene_target
costellosyndrome,DB06616,gene_target
costellosyndrome,DB08911,gene_target
costellosyndrome,DB11689,gene_target
costellosyndrome,DB11967,gene_target
noonansyndrome,DB05239,gene_target
noonansyndrome,DB06616,gene_target
noonansyndrome,DB08911,gene_target
noonansyndrome,DB11689,gene_target
noonansyndrome,DB11967,gene_target
vitiligo,DB04931,gene_target
barrettesophagus,DB00619,gene_target
barrettesophagus,DB04813,gene_target
leishmaniasis,DB00619,gene_target
leishmaniasis,DB04813,gene_target
multiplemyeloma,DB00619,gene_target
multiplemyeloma,DB04813,gene_target
hypertriglyceridemia,DB08865,gene_target
hypertriglyceridemia,DB08875,gene_target
hypertriglyceridemia,DB11791,gene_target
hypertriglyceridemia,DB15133,gene_target
neuroblastoma,DB08875,gene_target
neuroblastoma,DB11791,gene_target
neuroblastoma,DB15133,gene_target
osteosarcoma,DB08865,gene_target
osteosarcoma,DB08875,gene_target
osteosarcoma,DB11791,gene_target
osteosarcoma,DB15133,gene_target
lupusnephritis,DB11672,gene_target
marfansyndrome,DB11672,gene_target
neuroblastoma,DB11672,gene_target
medulloblastoma,DB06210,gene_target
medulloblastoma,DB11995,gene_target
medulloblastoma,DB13125,gene_target
vitiligo,DB00609,gene_target
vitiligo,DB04339,gene_target
vitiligo,DB12513,gene_target
commonvariableimmunodeficiency,DB08814,gene_target
commonvariableimmunodeficiency,DB13063,gene_target
commonvariableimmunodeficiency,DB13751,gene_target
crohndisease,DB13615,gene_target
atherosclerosis,DB08814,gene_target
atherosclerosis,DB11327,gene_target
atherosclerosis,DB11672,gene_target
cholangiocarcinoma,DB08814,gene_target
cholangiocarcinoma,DB11327,gene_target
cholangiocarcinoma,DB11672,gene_target
malaria,DB08814,gene_target
malaria,DB11327,gene_target
malaria,DB11672,gene_target
marfansyndrome,DB08814,gene_target
marfansyndrome,DB11327,gene_target
psoriasis,DB08814,gene_target
psoriasis,DB11327,gene_target
psoriasis,DB11672,gene_target
atherosclerosis,DB00360,gene_target
atherosclerosis,DB02325,gene_target
atherosclerosis,DB11815,gene_target
multiplemyeloma,DB03147,gene_target
atherosclerosis,DB05990,gene_target
atherosclerosis,DB06777,gene_target
crohndisease,DB05990,gene_target
crohndisease,DB06777,gene_target
barrettesophagus,DB00530,gene_target
neuroblastoma,DB00201,gene_target
neuroblastoma,DB00277,gene_target
neuroblastoma,DB00651,gene_target
neuroblastoma,DB00806,gene_target
neuroblastoma,DB00824,gene_target
glioma,DB11986,gene_target
glioma,DB14723,gene_target
glioma,DB16826,gene_target
neuroblastoma,DB08896,gene_target
neuroblastoma,DB14723,gene_target
neuroblastoma,DB16826,gene_target
atherosclerosis,DB02701,gene_target
atherosclerosis,DB09074,gene_target
atherosclerosis,DB11760,gene_target
atherosclerosis,DB11793,gene_target
atherosclerosis,DB12332,gene_target
multiplemyeloma,DB02701,gene_target
multiplemyeloma,DB09074,gene_target
multiplemyeloma,DB11760,gene_target
multiplemyeloma,DB11793,gene_target
multiplemyeloma,DB12332,gene_target
psoriasis,DB03619,gene_target
medulloblastoma,DB00619,gene_target
medulloblastoma,DB01268,gene_target
medulloblastoma,DB06589,gene_target
medulloblastoma,DB06595,gene_target
medulloblastoma,DB08896,gene_target
medulloblastoma,DB09078,gene_target
medulloblastoma,DB09079,gene_target
medulloblastoma,DB14840,gene_target
medulloblastoma,DB15233,gene_target
meningioma,DB00294,gene_target
meningioma,DB00304,gene_target
meningioma,DB00351,gene_target
meningioma,DB00367,gene_target
meningioma,DB00378,gene_target
meningioma,DB00396,gene_target
meningioma,DB00603,gene_target
meningioma,DB00717,gene_target
meningioma,DB00823,gene_target
meningioma,DB00834,gene_target
meningioma,DB00957,gene_target
meningioma,DB01395,gene_target
meningioma,DB01406,gene_target
meningioma,DB06713,gene_target
meningioma,DB08867,gene_target
meningioma,DB09123,gene_target
meningioma,DB09124,gene_target
meningioma,DB09389,gene_target
meningioma,DB11619,gene_target
meningioma,DB14583,gene_target
meningioma,DB19378,gene_target
medulloblastoma,DB11952,gene_target
medulloblastoma,DB15275,gene_target
atherosclerosis,DB00328,gene_target
atherosclerosis,DB03017,gene_target
atherosclerosis,DB00513,gene_target
osteoporosis,DB00242,gene_target
crohndisease,DB00636,gene_target
crohndisease,DB01039,gene_target
crohndisease,DB01241,gene_target
crohndisease,DB01393,gene_target
crohndisease,DB03756,gene_target
crohndisease,DB05187,gene_target
crohndisease,DB09064,gene_target
crohndisease,DB13873,gene_target
hypertriglyceridemia,DB01039,gene_target
hypertriglyceridemia,DB01393,gene_target
hypertriglyceridemia,DB03756,gene_target
hypertriglyceridemia,DB05187,gene_target
hypertriglyceridemia,DB09064,gene_target
hypertriglyceridemia,DB13873,gene_target
atherosclerosis,DB00159,gene_target
atherosclerosis,DB00197,gene_target
atherosclerosis,DB00412,gene_target
atherosclerosis,DB00966,gene_target
atherosclerosis,DB01132,gene_target
atherosclerosis,DB01393,gene_target
atherosclerosis,DB03756,gene_target
atherosclerosis,DB05187,gene_target
barrettesophagus,DB00159,gene_target
barrettesophagus,DB00197,gene_target
barrettesophagus,DB00244,gene_target
barrettesophagus,DB00412,gene_target
barrettesophagus,DB00966,gene_target
barrettesophagus,DB01014,gene_target
barrettesophagus,DB01132,gene_target
barrettesophagus,DB01393,gene_target
barrettesophagus,DB03756,gene_target
barrettesophagus,DB05187,gene_target
crohndisease,DB00159,gene_target
crohndisease,DB00197,gene_target
crohndisease,DB00244,gene_target
crohndisease,DB00412,gene_target
crohndisease,DB00966,gene_target
crohndisease,DB01014,gene_target
crohndisease,DB01132,gene_target
psoriasis,DB00159,gene_target
psoriasis,DB00197,gene_target
psoriasis,DB00244,gene_target
psoriasis,DB00412,gene_target
psoriasis,DB00966,gene_target
psoriasis,DB01014,gene_target
psoriasis,DB01132,gene_target
psoriasis,DB01393,gene_target
psoriasis,DB03756,gene_target
psoriasis,DB05187,gene_target
disseminatedintravascularcoagulation,DB00464,gene_target
crohndisease,DB00208,gene_target
crohndisease,DB11614,gene_target
atherosclerosis,DB00132,gene_target
atherosclerosis,DB00316,gene_target
atherosclerosis,DB00461,gene_target
atherosclerosis,DB00465,gene_target
atherosclerosis,DB00469,gene_target
atherosclerosis,DB00482,gene_target
atherosclerosis,DB00500,gene_target
atherosclerosis,DB00533,gene_target
atherosclerosis,DB00554,gene_target
atherosclerosis,DB00573,gene_target
atherosclerosis,DB00580,gene_target
atherosclerosis,DB00586,gene_target
atherosclerosis,DB00605,gene_target
atherosclerosis,DB00712,gene_target
atherosclerosis,DB00749,gene_target
atherosclerosis,DB00784,gene_target
atherosclerosis,DB00788,gene_target
atherosclerosis,DB00812,gene_target
atherosclerosis,DB00814,gene_target
atherosclerosis,DB00821,gene_target
atherosclerosis,DB00861,gene_target
atherosclerosis,DB00870,gene_target
atherosclerosis,DB00936,gene_target
atherosclerosis,DB00945,gene_target
atherosclerosis,DB00963,gene_target
atherosclerosis,DB00991,gene_target
atherosclerosis,DB01009,gene_target
atherosclerosis,DB01050,gene_target
atherosclerosis,DB01283,gene_target
atherosclerosis,DB01399,gene_target
atherosclerosis,DB01401,gene_target
atherosclerosis,DB01600,gene_target
atherosclerosis,DB01628,gene_target
atherosclerosis,DB02266,gene_target
atherosclerosis,DB04743,gene_target
atherosclerosis,DB06725,gene_target
atherosclerosis,DB06736,gene_target
atherosclerosis,DB06802,gene_target
atherosclerosis,DB08439,gene_target
atherosclerosis,DB08910,gene_target
atherosclerosis,DB08981,gene_target
atherosclerosis,DB09084,gene_target
atherosclerosis,DB09212,gene_target
atherosclerosis,DB09213,gene_target
atherosclerosis,DB09216,gene_target
atherosclerosis,DB11071,gene_target
atherosclerosis,DB11079,gene_target
atherosclerosis,DB11201,gene_target
atherosclerosis,DB11323,gene_target
atherosclerosis,DB13167,gene_target
atherosclerosis,DB13346,gene_target
atherosclerosis,DB13783,gene_target
atherosclerosis,DB01250,gene_target
barrettesophagus,DB00132,gene_target
barrettesophagus,DB00316,gene_target
barrettesophagus,DB00328,gene_target
barrettesophagus,DB00461,gene_target
barrettesophagus,DB00465,gene_target
barrettesophagus,DB00469,gene_target
barrettesophagus,DB00482,gene_target
barrettesophagus,DB00500,gene_target
barrettesophagus,DB00533,gene_target
barrettesophagus,DB00554,gene_target
barrettesophagus,DB00573,gene_target
barrettesophagus,DB00580,gene_target
barrettesophagus,DB00586,gene_target
barrettesophagus,DB00605,gene_target
barrettesophagus,DB00712,gene_target
barrettesophagus,DB00749,gene_target
barrettesophagus,DB00784,gene_target
barrettesophagus,DB00788,gene_target
barrettesophagus,DB00795,gene_target
barrettesophagus,DB00812,gene_target
barrettesophagus,DB00814,gene_target
barrettesophagus,DB00821,gene_target
barrettesophagus,DB00861,gene_target
barrettesophagus,DB00870,gene_target
barrettesophagus,DB00936,gene_target
barrettesophagus,DB00939,gene_target
barrettesophagus,DB00945,gene_target
barrettesophagus,DB00963,gene_target
barrettesophagus,DB00991,gene_target
barrettesophagus,DB01009,gene_target
barrettesophagus,DB01283,gene_target
barrettesophagus,DB01399,gene_target
barrettesophagus,DB01401,gene_target
barrettesophagus,DB01600,gene_target
barrettesophagus,DB01628,gene_target
barrettesophagus,DB02266,gene_target
barrettesophagus,DB04743,gene_target
barrettesophagus,DB06725,gene_target
barrettesophagus,DB06736,gene_target
barrettesophagus,DB06802,gene_target
barrettesophagus,DB08439,gene_target
barrettesophagus,DB08910,gene_target
barrettesophagus,DB08981,gene_target
barrettesophagus,DB09084,gene_target
barrettesophagus,DB09212,gene_target
barrettesophagus,DB09213,gene_target
barrettesophagus,DB09216,gene_target
barrettesophagus,DB11071,gene_target
barrettesophagus,DB11079,gene_target
barrettesophagus,DB11201,gene_target
barrettesophagus,DB11323,gene_target
barrettesophagus,DB11327,gene_target
barrettesophagus,DB11672,gene_target
barrettesophagus,DB13167,gene_target
barrettesophagus,DB13346,gene_target
barrettesophagus,DB13783,gene_target
barrettesophagus,DB01250,gene_target
cholangiocarcinoma,DB00132,gene_target
cholangiocarcinoma,DB00159,gene_target
cholangiocarcinoma,DB00244,gene_target
cholangiocarcinoma,DB00316,gene_target
cholangiocarcinoma,DB00328,gene_target
cholangiocarcinoma,DB00461,gene_target
cholangiocarcinoma,DB00465,gene_target
cholangiocarcinoma,DB00469,gene_target
cholangiocarcinoma,DB00482,gene_target
cholangiocarcinoma,DB00500,gene_target
cholangiocarcinoma,DB00533,gene_target
cholangiocarcinoma,DB00554,gene_target
cholangiocarcinoma,DB00573,gene_target
cholangiocarcinoma,DB00580,gene_target
cholangiocarcinoma,DB00586,gene_target
cholangiocarcinoma,DB00605,gene_target
cholangiocarcinoma,DB00712,gene_target
cholangiocarcinoma,DB00749,gene_target
cholangiocarcinoma,DB00784,gene_target
cholangiocarcinoma,DB00788,gene_target
cholangiocarcinoma,DB00795,gene_target
cholangiocarcinoma,DB00812,gene_target
cholangiocarcinoma,DB00814,gene_target
cholangiocarcinoma,DB00821,gene_target
cholangiocarcinoma,DB00861,gene_target
cholangiocarcinoma,DB00870,gene_target
cholangiocarcinoma,DB00936,gene_target
cholangiocarcinoma,DB00939,gene_target
cholangiocarcinoma,DB00945,gene_target
cholangiocarcinoma,DB00963,gene_target
cholangiocarcinoma,DB00991,gene_target
cholangiocarcinoma,DB01009,gene_target
cholangiocarcinoma,DB01014,gene_target
cholangiocarcinoma,DB01050,gene_target
cholangiocarcinoma,DB01283,gene_target
cholangiocarcinoma,DB01399,gene_target
cholangiocarcinoma,DB01401,gene_target
cholangiocarcinoma,DB01600,gene_target
cholangiocarcinoma,DB01628,gene_target
cholangiocarcinoma,DB02266,gene_target
cholangiocarcinoma,DB03756,gene_target
cholangiocarcinoma,DB04743,gene_target
cholangiocarcinoma,DB06725,gene_target
cholangiocarcinoma,DB06736,gene_target
cholangiocarcinoma,DB06802,gene_target
cholangiocarcinoma,DB08439,gene_target
cholangiocarcinoma,DB08910,gene_target
cholangiocarcinoma,DB08981,gene_target
cholangiocarcinoma,DB09084,gene_target
cholangiocarcinoma,DB09212,gene_target
cholangiocarcinoma,DB09213,gene_target
cholangiocarcinoma,DB09216,gene_target
cholangiocarcinoma,DB11071,gene_target
cholangiocarcinoma,DB11079,gene_target
cholangiocarcinoma,DB11201,gene_target
cholangiocarcinoma,DB11323,gene_target
cholangiocarcinoma,DB13167,gene_target
cholangiocarcinoma,DB13346,gene_target
cholangiocarcinoma,DB13783,gene_target
cholangiocarcinoma,DB01250,gene_target
glioma,DB00132,gene_target
glioma,DB00159,gene_target
glioma,DB00244,gene_target
glioma,DB00316,gene_target
glioma,DB00328,gene_target
glioma,DB00461,gene_target
glioma,DB00465,gene_target
glioma,DB00469,gene_target
glioma,DB00482,gene_target
glioma,DB00500,gene_target
glioma,DB00533,gene_target
glioma,DB00554,gene_target
glioma,DB00573,gene_target
glioma,DB00580,gene_target
glioma,DB00586,gene_target
glioma,DB00605,gene_target
glioma,DB00712,gene_target
glioma,DB00749,gene_target
glioma,DB00784,gene_target
glioma,DB00788,gene_target
glioma,DB00795,gene_target
glioma,DB00812,gene_target
glioma,DB00814,gene_target
glioma,DB00821,gene_target
glioma,DB00861,gene_target
glioma,DB00870,gene_target
glioma,DB00936,gene_target
glioma,DB00939,gene_target
glioma,DB00945,gene_target
glioma,DB00963,gene_target
glioma,DB00991,gene_target
glioma,DB01009,gene_target
glioma,DB01014,gene_target
glioma,DB01050,gene_target
glioma,DB01283,gene_target
glioma,DB01399,gene_target
glioma,DB01401,gene_target
glioma,DB01600,gene_target
glioma,DB01628,gene_target
glioma,DB02266,gene_target
glioma,DB03756,gene_target
glioma,DB04743,gene_target
glioma,DB06725,gene_target
glioma,DB06736,gene_target
glioma,DB06802,gene_target
glioma,DB08439,gene_target
glioma,DB08910,gene_target
glioma,DB08981,gene_target
glioma,DB09084,gene_target
glioma,DB09212,gene_target
glioma,DB09213,gene_target
glioma,DB09216,gene_target
glioma,DB11071,gene_target
glioma,DB11079,gene_target
glioma,DB11201,gene_target
glioma,DB11323,gene_target
glioma,DB11327,gene_target
glioma,DB11672,gene_target
glioma,DB13167,gene_target
glioma,DB13346,gene_target
glioma,DB13783,gene_target
glioma,DB01250,gene_target
psoriasis,DB00795,gene_target
psoriasis,DB13063,gene_target
barrettesophagus,DB13063,gene_target
crohndisease,DB00795,gene_target
crohndisease,DB13063,gene_target
neuroblastoma,DB00795,gene_target
neuroblastoma,DB13063,gene_target
osteoporosis,DB09026,gene_target
psoriasis,DB09026,gene_target
burkittlymphoma,DB00398,gene_target
burkittlymphoma,DB00619,gene_target
burkittlymphoma,DB05294,gene_target
burkittlymphoma,DB08875,gene_target
burkittlymphoma,DB08896,gene_target
burkittlymphoma,DB09078,gene_target
burkittlymphoma,DB15685,gene_target
burkittlymphoma,DB15822,gene_target
hirschsprungdisease,DB00398,gene_target
hirschsprungdisease,DB00619,gene_target
hirschsprungdisease,DB05294,gene_target
hirschsprungdisease,DB08875,gene_target
hirschsprungdisease,DB08896,gene_target
hirschsprungdisease,DB09078,gene_target
hirschsprungdisease,DB15685,gene_target
hirschsprungdisease,DB15822,gene_target
glioma,DB08865,gene_target
glioma,DB12130,gene_target
neuraltubedefects,DB00242,gene_target
neuraltubedefects,DB00441,gene_target
neuraltubedefects,DB00631,gene_target
neuraltubedefects,DB01005,gene_target
neuraltubedefects,DB01073,gene_target
neuraltubedefects,DB01280,gene_target
longqtsyndrome,DB00192,gene_target
longqtsyndrome,DB00280,gene_target
longqtsyndrome,DB00281,gene_target
longqtsyndrome,DB00379,gene_target
longqtsyndrome,DB00473,gene_target
longqtsyndrome,DB00527,gene_target
longqtsyndrome,DB00532,gene_target
longqtsyndrome,DB00645,gene_target
longqtsyndrome,DB00680,gene_target
longqtsyndrome,DB00740,gene_target
longqtsyndrome,DB00750,gene_target
longqtsyndrome,DB00754,gene_target
longqtsyndrome,DB00908,gene_target
longqtsyndrome,DB00909,gene_target
longqtsyndrome,DB01056,gene_target
longqtsyndrome,DB01195,gene_target
longqtsyndrome,DB01228,gene_target
longqtsyndrome,DB01320,gene_target
longqtsyndrome,DB01346,gene_target
longqtsyndrome,DB01426,gene_target
longqtsyndrome,DB06217,gene_target
longqtsyndrome,DB00907,gene_target
longqtsyndrome,DB05541,gene_target
longqtsyndrome,DB13269,gene_target
longqtsyndrome,DB00273,gene_target
longqtsyndrome,DB00555,gene_target
longqtsyndrome,DB00564,gene_target
longqtsyndrome,DB01161,gene_target
longqtsyndrome,DB06119,gene_target
longqtsyndrome,DB09009,gene_target
longqtsyndrome,DB09085,gene_target
longqtsyndrome,DB09088,gene_target
longqtsyndrome,DB09342,gene_target
longqtsyndrome,DB09345,gene_target
cysticfibrosis,DB00384,gene_target
cysticfibrosis,DB00594,gene_target
disseminatedintravascularcoagulation,DB00569,gene_target
nephroticsyndrome,DB00569,gene_target
lupusnephritis,DB00203,gene_target
frontotemporallobardegeneration,DB00514,gene_target
frontotemporallobardegeneration,DB00574,gene_target
frontotemporallobardegeneration,DB00652,gene_target
frontotemporallobardegeneration,DB11186,gene_target
crohndisease,DB00746,gene_target
crohndisease,DB01609,gene_target
multiplesclerosis,DB00746,gene_target
multiplesclerosis,DB01609,gene_target
sarcoidosis,DB00746,gene_target
sarcoidosis,DB01609,gene_target
huntingtondisease,DB13766,gene_target
cholangiocarcinoma,DB05382,gene_target
cholangiocarcinoma,DB09418,gene_target
glioma,DB05382,gene_target
glioma,DB09418,gene_target
obsessive-compulsivedisorder,DB00176,gene_target
obsessive-compulsivedisorder,DB00191,gene_target
obsessive-compulsivedisorder,DB00193,gene_target
obsessive-compulsivedisorder,DB00215,gene_target
obsessive-compulsivedisorder,DB00285,gene_target
obsessive-compulsivedisorder,DB00316,gene_target
obsessive-compulsivedisorder,DB00344,gene_target
obsessive-compulsivedisorder,DB00458,gene_target
obsessive-compulsivedisorder,DB00472,gene_target
obsessive-compulsivedisorder,DB00476,gene_target
obsessive-compulsivedisorder,DB00543,gene_target
obsessive-compulsivedisorder,DB00579,gene_target
obsessive-compulsivedisorder,DB00715,gene_target
obsessive-compulsivedisorder,DB00726,gene_target
obsessive-compulsivedisorder,DB00852,gene_target
obsessive-compulsivedisorder,DB00907,gene_target
obsessive-compulsivedisorder,DB00937,gene_target
obsessive-compulsivedisorder,DB01104,gene_target
obsessive-compulsivedisorder,DB01105,gene_target
obsessive-compulsivedisorder,DB01142,gene_target
obsessive-compulsivedisorder,DB01156,gene_target
obsessive-compulsivedisorder,DB01175,gene_target
obsessive-compulsivedisorder,DB01191,gene_target
obsessive-compulsivedisorder,DB01577,gene_target
obsessive-compulsivedisorder,DB04832,gene_target
obsessive-compulsivedisorder,DB04896,gene_target
obsessive-compulsivedisorder,DB06684,gene_target
obsessive-compulsivedisorder,DB06700,gene_target
obsessive-compulsivedisorder,DB08918,gene_target
obsessive-compulsivedisorder,DB09068,gene_target
meningioma,DB08828,gene_target
meningioma,DB09143,gene_target
meningioma,DB11978,gene_target
barrettesophagus,DB00847,gene_target
atherosclerosis,DB00459,gene_target
idiopathicpulmonaryfibrosis,DB00459,gene_target
idiopathicpulmonaryfibrosis,DB00482,gene_target
medulloblastoma,DB00459,gene_target
medulloblastoma,DB00482,gene_target
psoriasis,DB00459,gene_target
psoriasis,DB00482,gene_target
dyskeratosiscongenita,DB00544,gene_target
dyskeratosiscongenita,DB00997,gene_target
dyskeratosiscongenita,DB04115,gene_target
dyskeratosiscongenita,DB14909,gene_target
glioma,DB00544,gene_target
glioma,DB00997,gene_target
glioma,DB04115,gene_target
glioma,DB14909,gene_target
idiopathicpulmonaryfibrosis,DB00544,gene_target
idiopathicpulmonaryfibrosis,DB00997,gene_target
idiopathicpulmonaryfibrosis,DB04115,gene_target
idiopathicpulmonaryfibrosis,DB14909,gene_target
neuroblastoma,DB00544,gene_target
neuroblastoma,DB00997,gene_target
neuroblastoma,DB04115,gene_target
neuroblastoma,DB14909,gene_target
hemochromatosis,DB13257,gene_target
glioma,DB13257,gene_target
glioma,DB13949,gene_target
glioma,DB14520,gene_target
cysticfibrosis,DB01162,gene_target
cysticfibrosis,DB04951,gene_target
gout,DB01162,gene_target
gout,DB04951,gene_target
gravesdisease,DB01162,gene_target
gravesdisease,DB04951,gene_target
nephroticsyndrome,DB01162,gene_target
nephroticsyndrome,DB04951,gene_target
osteoporosis,DB01162,gene_target
osteoporosis,DB04951,gene_target
sarcoidosis,DB01162,gene_target
sarcoidosis,DB04951,gene_target
celiacdisease,DB13853,gene_target
neuroblastoma,DB00120,gene_target
neuroblastoma,DB00135,gene_target
neuroblastoma,DB00360,gene_target
neuroblastoma,DB00765,gene_target
malaria,DB01611,gene_target
atherosclerosis,DB13615,gene_target
crohndisease,DB03017,gene_target
crohndisease,DB01611,gene_target
atherosclerosis,DB00480,gene_target
atherosclerosis,DB00806,gene_target
atherosclerosis,DB01041,gene_target
atherosclerosis,DB13751,gene_target
crohndisease,DB00480,gene_target
crohndisease,DB00806,gene_target
crohndisease,DB01041,gene_target
crohndisease,DB02325,gene_target
crohndisease,DB08910,gene_target
